gene,beta,HR (95% CI for HR),wald.test,p.value,Gene Symbol,HR,CI Lower,CI Upper
217980_s_at,-1.1777786288240903,0.30796207742762194 (0.15783475137699798 - 0.6008856750881427),-3.45348122743142,0.0005534008190885301,MRPL16,0.30796207742762194,0.15783475137699798,0.6008856750881427
218620_s_at,-0.36327638898035036,0.695394207639773 (0.5656872508159463 - 0.8548417934493711),-3.4490272015130388,0.0005626100239007751,HEMK1,0.695394207639773,0.5656872508159463,0.8548417934493711
202837_at,-0.4778481785809607,0.6201163367778135 (0.47211926322578907 - 0.8145066323100397),-3.4347248716524756,0.0005931557108701277,TRAFD1,0.6201163367778135,0.47211926322578907,0.8145066323100397
202770_s_at,-0.5730458014823253,0.5638055809822256 (0.4058979929844539 - 0.7831443826796152),-3.4179037195110014,0.0006310542612188709,CCNG2,0.5638055809822256,0.4058979929844539,0.7831443826796152
37577_at,-0.595585607776031,0.5512396610972903 (0.39152452540684474 - 0.7761076107579727),-3.4120226192359002,0.0006448276231732122,ARHGAP19,0.5512396610972903,0.39152452540684474,0.7761076107579727
202962_at,-0.5938111653953713,0.5522186724565853 (0.3914136692026792 - 0.779087411103695),-3.3815196164038253,0.0007208608569854117,KIF13B,0.5522186724565853,0.3914136692026792,0.779087411103695
214857_at,-0.6892907794245265,0.5019319233090618 (0.33612207426490337 - 0.7495361802336709),-3.369123423627693,0.000754076541076532,RPARP-AS1,0.5019319233090618,0.33612207426490337,0.7495361802336709
205775_at,-0.52482498270362,0.5916589058478564 (0.4354156342342749 - 0.8039680556824772),-3.3546639682339583,0.0007946144522296922,FAM50B,0.5916589058478564,0.4354156342342749,0.8039680556824772
208295_x_at,-0.3701878980679028,0.6906045551838541 (0.5555478095484067 - 0.8584943427792099),-3.334157037878274,0.0008555833871179497,CSHL1,0.6906045551838541,0.5555478095484067,0.8584943427792099
211422_at,-0.3142147489553257,0.7303621668047909 (0.6066659511034133 - 0.8792794349667732),-3.318830727438603,0.0009039520745519598,TRPM3,0.7303621668047909,0.6066659511034133,0.8792794349667732
220177_s_at,-0.256839909063851,0.7734920329176762 (0.6632053619875681 - 0.9021186487306091),-3.2724094305314364,0.0010663503121762397,TMPRSS3,0.7734920329176762,0.6632053619875681,0.9021186487306091
218453_s_at,-0.5107704441850576,0.6000331086620125 (0.4418894416400563 - 0.8147733291710353),-3.272342225171454,0.001066603845471028,TMEM242,0.6000331086620125,0.4418894416400563,0.8147733291710353
214910_s_at,-0.4113770247129478,0.662737016258243 (0.5162859760780392 - 0.8507307443355547),-3.2287861056135934,0.0012431683776831127,APOM,0.662737016258243,0.5162859760780392,0.8507307443355547
208305_at,-0.1714079117532607,0.842477846755749 (0.7584763758365061 - 0.9357825040910674),-3.198467628532458,0.0013816004340745402,PGR,0.842477846755749,0.7584763758365061,0.9357825040910674
209650_s_at,-0.44672838567325585,0.639717641155972 (0.48651504327643913 - 0.8411634255955174),-3.1983288972255814,0.0013822653278076705,TBC1D22A,0.639717641155972,0.48651504327643913,0.8411634255955174
209828_s_at,-0.356564133110625,0.7000775718774978 (0.5608052190997831 - 0.8739373136231261),-3.1505758000062865,0.0016294896742817268,IL16,0.7000775718774978,0.5608052190997831,0.8739373136231261
200937_s_at,-0.751390413541743,0.471710224279145 (0.2952471386710622 - 0.7536416328741545),-3.1430830078186007,0.0016717842404981528,RPL5 /// SNORD21,0.471710224279145,0.2952471386710622,0.7536416328741545
216362_at,-0.47465972675125834,0.6220967033203667 (0.4625152444653574 - 0.8367384922186174),-3.1385480543365145,0.0016978709311726797,,0.6220967033203667,0.4625152444653574,0.8367384922186174
201051_at,-1.0341926722690593,0.3555132808285751 (0.186230622011092 - 0.6786729887954166),-3.134941429611709,0.0017188842671900747,ANP32A,0.3555132808285751,0.186230622011092,0.6786729887954166
219169_s_at,-0.9561881375563009,0.3843552062984189 (0.2112970475333009 - 0.6991528103837691),-3.1323540914692973,0.0017341059642142394,TFB1M,0.3843552062984189,0.2112970475333009,0.6991528103837691
222243_s_at,-1.0025835984440603,0.3669302151570623 (0.19532505385331653 - 0.6893011425780388),-3.116585690717387,0.001829584993698445,TOB2,0.3669302151570623,0.19532505385331653,0.6893011425780388
201642_at,-1.1445499810348807,0.31836715681630107 (0.15490085807600515 - 0.6543388319357283),-3.1138456832237758,0.0018466604634542782,IFNGR2,0.31836715681630107,0.15490085807600515,0.6543388319357283
208615_s_at,-0.49843312665271305,0.6074817613709822 (0.44381577119855314 - 0.8315028765241727),-3.1120476179869976,0.0018579452770316593,PTP4A2,0.6074817613709822,0.44381577119855314,0.8315028765241727
207164_s_at,-0.23278036704043148,0.7923275756657031 (0.6842792124892706 - 0.9174368820536604),-3.1119612940399737,0.0018584886441082196,ZBTB18,0.7923275756657031,0.6842792124892706,0.9174368820536604
208904_s_at,-1.1453543431018416,0.3181111773158934 (0.15453605682029914 - 0.6548291914227962),-3.109329214032595,0.0018751265552221824,RPS28,0.3181111773158934,0.15453605682029914,0.6548291914227962
205222_at,-0.25193119782101636,0.7772982160402082 (0.6630139470047157 - 0.9112817601934894),-3.1049620417059125,0.0019030344485045784,EHHADH,0.7772982160402082,0.6630139470047157,0.9112817601934894
208887_at,-0.876949969041992,0.41604994366421527 (0.23908715634046454 - 0.7239935355477756),-3.102637616701339,0.001918043476383639,EIF3G,0.41604994366421527,0.23908715634046454,0.7239935355477756
200909_s_at,-1.0532537190863545,0.34880100031133654 (0.1793086487312781 - 0.678506801980972),-3.102436497864779,0.0019193472156911991,RPLP2 /// SNORA52,0.34880100031133654,0.1793086487312781,0.678506801980972
221104_s_at,-0.3804443464820344,0.6835576053030711 (0.5375054440946121 - 0.8692953809141759),-3.1020962538477543,0.00192155467763289,NIPSNAP3B,0.6835576053030711,0.5375054440946121,0.8692953809141759
203512_at,-1.0684544739538047,0.3435390558913522 (0.17459745843773036 - 0.6759496041851764),-3.0940860910040513,0.0019742019035199837,TRAPPC3,0.3435390558913522,0.17459745843773036,0.6759496041851764
216038_x_at,-0.7861316111593891,0.45560384357158545 (0.27687090883437154 - 0.7497171268411452),-3.093505972151012,0.0019780657177057635,DAXX,0.45560384357158545,0.27687090883437154,0.7497171268411452
220505_at,-0.3496328790976457,0.7049468429400412 (0.5644757788826926 - 0.8803744464550455),-3.0836678317228565,0.002044657458053498,C9orf53,0.7049468429400412,0.5644757788826926,0.8803744464550455
209009_at,-0.8722770445421374,0.41799866320270934 (0.23979520976761917 - 0.7286337479742507),-3.0765758976836843,0.0020939298759130713,ESD,0.41799866320270934,0.23979520976761917,0.7286337479742507
212564_at,-0.48792270801655935,0.6139003207825566 (0.4496387957487582 - 0.8381696762383226),-3.0711234087580523,0.0021325498935832648,KCTD2,0.6139003207825566,0.4496387957487582,0.8381696762383226
212491_s_at,-1.325762497608833,0.26560036221783134 (0.11375682895771115 - 0.6201258689838095),-3.064460150791589,0.002180632227622721,DNAJC8,0.26560036221783134,0.11375682895771115,0.6201258689838095
221666_s_at,-0.3968216477475722,0.6724539486144617 (0.5216842465701097 - 0.8667969484994027),-3.0635865316060684,0.0021870094584440936,PYCARD,0.6724539486144617,0.5216842465701097,0.8667969484994027
214252_s_at,-0.681415065083843,0.505900603336904 (0.3271073816847005 - 0.78242019222709),-3.062822476434319,0.002192600904474916,CLN5,0.505900603336904,0.3271073816847005,0.78242019222709
214493_s_at,-0.3712595155537659,0.6898648876578136 (0.5436619987992404 - 0.87538500810109),-3.0552180444558257,0.0022489695356598424,INADL,0.6898648876578136,0.5436619987992404,0.87538500810109
202365_at,-0.7779207099341793,0.45936016200491026 (0.27878217890248663 - 0.7569054782048524),-3.0530335068156385,0.0022654064167243965,UNC119B,0.45936016200491026,0.27878217890248663,0.7569054782048524
215194_at,-0.5111404511668495,0.5998111332912522 (0.43191448848588937 - 0.8329736677307367),-3.050718382902426,0.0022829459188941762,PRKCA,0.5998111332912522,0.43191448848588937,0.8329736677307367
218149_s_at,-0.47206805593533463,0.6237110642334711 (0.46021525531970375 - 0.8452903008984494),-3.0436118673254335,0.0023375651348197875,ZNF395,0.6237110642334711,0.46021525531970375,0.8452903008984494
221274_s_at,-0.9396598438451144,0.3907607324225837 (0.21321167533355492 - 0.7161612972861591),-3.0400612508867266,0.0023653003987155257,LMAN2L,0.3907607324225837,0.21321167533355492,0.7161612972861591
201184_s_at,-1.0189345942594525,0.36097932481879585 (0.18714657691180253 - 0.6962781531828054),-3.0400187878078584,0.0023656339101773938,CHD4,0.36097932481879585,0.18714657691180253,0.6962781531828054
214210_at,-0.6136107759320207,0.5413924885980794 (0.3640161286960471 - 0.8052001095675748),-3.0297673518646713,0.002447421841487035,SLC25A17,0.5413924885980794,0.3640161286960471,0.8052001095675748
206143_at,-0.17689761708431956,0.8378655632510946 (0.7466519318962472 - 0.9402221732677775),-3.0081324863140986,0.002628585174476587,SLC26A3,0.8378655632510946,0.7466519318962472,0.9402221732677775
206410_at,-0.5185406738813294,0.5953887806971967 (0.42413634361279057 - 0.8357873724297472),-2.996586079665561,0.0027302114468359304,NR0B2,0.5953887806971967,0.42413634361279057,0.8357873724297472
204204_at,-0.5620257206604533,0.5700531250465822 (0.3942940114176351 - 0.8241580038383516),-2.988205209775797,0.0028062106665315096,SLC31A2,0.5700531250465822,0.3942940114176351,0.8241580038383516
207438_s_at,-0.9236897175127606,0.39705132778830465 (0.21640361798108543 - 0.7284987116631062),-2.982926410741453,0.002855066321178624,SNUPN,0.39705132778830465,0.21640361798108543,0.7284987116631062
203391_at,-0.6568219053444213,0.518496549895956 (0.33658534249483696 - 0.7987236469102436),-2.979407509457589,0.002888064044848749,FKBP2,0.518496549895956,0.33658534249483696,0.7987236469102436
203671_at,-0.6136028588633413,0.5413967748565615 (0.36142812592139056 - 0.8109785785980499),-2.976173192492772,0.0029186997889372826,TPMT,0.5413967748565615,0.36142812592139056,0.8109785785980499
201545_s_at,-0.9467706174498762,0.38799197698363774 (0.20783273839727853 - 0.7243217568346435),-2.9725802124245213,0.0029530803639087446,BCL2L2-PABPN1 /// PABPN1,0.38799197698363774,0.20783273839727853,0.7243217568346435
201233_at,-0.9189646135958132,0.3989318759663938 (0.21757357956526602 - 0.7314612462600342),-2.970931008654297,0.0029689846989695828,PSMD13,0.3989318759663938,0.21757357956526602,0.7314612462600342
206480_at,-0.2405392515837289,0.7862037850987631 (0.6701577265853416 - 0.9223446469133678),-2.952032691282807,0.003156895064394865,LTC4S,0.7862037850987631,0.6701577265853416,0.9223446469133678
201217_x_at,-0.9009338282496333,0.40619017072324926 (0.2232060386450195 - 0.7391845480246101),-2.949257869279435,0.0031853806791908666,RNU86 /// RPL3 /// SNORD83B,0.40619017072324926,0.2232060386450195,0.7391845480246101
218099_at,-0.8368393544970717,0.4330771659521016 (0.248073264216411 - 0.756050162283859),-2.9436452413607346,0.0032437158199673157,TEX2,0.4330771659521016,0.248073264216411,0.756050162283859
203143_s_at,-0.4980007532172204,0.6077444771387119 (0.43622716935709854 - 0.8466995534389816),-2.943573257519725,0.0032444702691206296,KIAA0040,0.6077444771387119,0.43622716935709854,0.8466995534389816
204195_s_at,-0.5227830117538693,0.5928682904896865 (0.41855155475151096 - 0.8397837873923091),-2.94289977190687,0.0032515366951166628,PKNOX1,0.5928682904896865,0.41855155475151096,0.8397837873923091
210891_s_at,-0.9247733441126244,0.39662130544190793 (0.21410385210480531 - 0.7347297042252171),-2.939921253427247,0.0032829567027332857,GTF2I /// GTF2IP1 /// LOC100093631,0.39662130544190793,0.21410385210480531,0.7347297042252171
204876_at,-0.36254261554910977,0.6959046566876492 (0.5460934733597338 - 0.8868139152443927),-2.931124184419462,0.0033773773972086527,ZNF646,0.6959046566876492,0.5460934733597338,0.8868139152443927
204592_at,-0.2723165592019092,0.7616131272815524 (0.6345684710117387 - 0.9140929342467377),-2.9246552616167314,0.003448380076897471,DLG4,0.7616131272815524,0.6345684710117387,0.9140929342467377
217929_s_at,-0.3235260248419127,0.7235931262806174 (0.5821835584453022 - 0.8993503935404422),-2.9161573597304598,0.0035437172087638717,KIAA0319L,0.7235931262806174,0.5821835584453022,0.8993503935404422
221270_s_at,-0.27964253257571736,0.7560539578169942 (0.6263926424520659 - 0.9125547594127172),-2.913271213984131,0.0035766381445375252,QTRT1,0.7560539578169942,0.6263926424520659,0.9125547594127172
222256_s_at,-0.26699963380916597,0.7656733518478859 (0.6395337719689852 - 0.9166922958970922),-2.9070140400334474,0.0036489681960828807,JMJD7 /// JMJD7-PLA2G4B,0.7656733518478859,0.6395337719689852,0.9166922958970922
209463_s_at,-0.5010076131555751,0.6059198192377779 (0.43169342277480677 - 0.8504619435368598),-2.89635456418351,0.0037752558669633908,TAF12,0.6059198192377779,0.43169342277480677,0.8504619435368598
214823_at,-0.23191196215159018,0.7930159356503037 (0.6776206353797252 - 0.9280624605579166),-2.890445526927967,0.003846961955198017,ZNF204P,0.7930159356503037,0.6776206353797252,0.9280624605579166
200034_s_at,-1.2235996352685556,0.294169356413719 (0.12830643675065082 - 0.6744448091956127),-2.8903366952685254,0.0038482941536420547,RPL6,0.294169356413719,0.12830643675065082,0.6744448091956127
214087_s_at,-0.18686884690063224,0.8295525276361809 (0.7303852867137681 - 0.9421840891727326),-2.8767888743781187,0.004017442888309405,MYBPC1,0.8295525276361809,0.7303852867137681,0.9421840891727326
211938_at,-0.719166114568615,0.48715832085718114 (0.29838436646570454 - 0.7953608038900573),-2.87539871664634,0.004035175829043894,EIF4B,0.48715832085718114,0.29838436646570454,0.7953608038900573
217807_s_at,-0.6706097901644086,0.5113966380473233 (0.32369732766901355 - 0.8079353737313538),-2.873968722000646,0.004053491041607764,GLTSCR2 /// SNORD23,0.5113966380473233,0.32369732766901355,0.8079353737313538
219648_at,-0.413871753451035,0.6610857277928072 (0.4977507731014242 - 0.8780184042070653),-2.858419244767075,0.004257574629902148,MREG,0.6610857277928072,0.4977507731014242,0.8780184042070653
220169_at,-0.2293183902753701,0.7950753489421918 (0.6791444093615804 - 0.9307958687163255),-2.851820641224349,0.004346962053701477,TMEM156,0.7950753489421918,0.6791444093615804,0.9307958687163255
213296_at,-0.6796815492850863,0.5067783505999548 (0.31757961133760043 - 0.8086926473494411),-2.850465484709305,0.004365528816687468,RER1,0.5067783505999548,0.31757961133760043,0.8086926473494411
220751_s_at,-0.2752120269200171,0.7594110905593836 (0.6284413630070971 - 0.9176754402432283),-2.8494673248192797,0.004379250374551735,FAXDC2,0.7594110905593836,0.6284413630070971,0.9176754402432283
205790_at,-0.4221571638232936,0.6556309898227912 (0.4902072611696699 - 0.8768780653929015),-2.84559382457654,0.004432869817137944,SKAP1,0.6556309898227912,0.4902072611696699,0.8768780653929015
208066_s_at,-0.9587543004113647,0.3833701526894202 (0.19800270450461235 - 0.7422760933534911),-2.8440535738424297,0.004454355760092006,GTF2B,0.3833701526894202,0.19800270450461235,0.7422760933534911
215818_at,-0.3518763191667116,0.7033671096271038 (0.5514529725933875 - 0.8971305179090416),-2.8343667590413624,0.004591660112286551,NUDT7,0.7033671096271038,0.5514529725933875,0.8971305179090416
218183_at,-0.34550847541710805,0.7078603323668626 (0.5573156065563462 - 0.8990709110670958),-2.8320426127819593,0.004625168436204185,CDIP1,0.7078603323668626,0.5573156065563462,0.8990709110670958
205888_s_at,-0.30981051532486126,0.7335859463503545 (0.5914542069976725 - 0.9098732147235581),-2.819539550507462,0.004809260393636572,JAKMIP2,0.7335859463503545,0.5914542069976725,0.9098732147235581
213902_at,-0.4873986206625553,0.6142221425012782 (0.43699111840674426 - 0.8633329705060612),-2.8059955206975284,0.00501613896197177,ASAH1,0.6142221425012782,0.43699111840674426,0.8633329705060612
202509_s_at,-0.345256617087886,0.708038635340097 (0.5561684032077826 - 0.9013793416577387),-2.8028722938699215,0.005064972076215388,TNFAIP2,0.708038635340097,0.5561684032077826,0.9013793416577387
220098_at,-0.3358963720269944,0.7146971645971905 (0.5641585909214787 - 0.9054050497555166),-2.7834222673956526,0.005378874975384114,HYDIN /// HYDIN2 /// LOC101930373,0.7146971645971905,0.5641585909214787,0.9054050497555166
213849_s_at,-0.4150606831043865,0.6603002104226051 (0.492689639569529 - 0.8849310658634383),-2.7782168306952206,0.005465813081762262,PPP2R2B,0.6603002104226051,0.492689639569529,0.8849310658634383
200081_s_at,-0.7168203746226883,0.4883024089323446 (0.29382056395110295 - 0.8115131199898293),-2.765821109215672,0.0056779673106660145,RPS6,0.4883024089323446,0.29382056395110295,0.8115131199898293
214343_s_at,-0.3422668572445975,0.7101586684352524 (0.5570979717614538 - 0.9052722499763112),-2.763493963918359,0.005718615004424851,ATXN7L1,0.7101586684352524,0.5570979717614538,0.9052722499763112
218571_s_at,-0.6239282688786567,0.5358353923625072 (0.34399965853885045 - 0.8346507346194227),-2.7592838740830374,0.005792819031678662,CHMP4A /// TM9SF1,0.5358353923625072,0.34399965853885045,0.8346507346194227
209940_at,-0.4280878034249158,0.6517541860365909 (0.4802505858018343 - 0.884503906032709),-2.7477016532544094,0.006001459129932831,PARP3,0.6517541860365909,0.4802505858018343,0.884503906032709
207783_x_at,-0.5529331509861758,0.5752600089081222 (0.3877480398897059 - 0.8534513235530566),-2.7473293387746613,0.006008276861880643,HUWE1,0.5752600089081222,0.3877480398897059,0.8534513235530566
222267_at,-0.27767088571387544,0.7575460997353944 (0.6213288792826446 - 0.923626942766409),-2.7455067648633724,0.0060417521839660395,TMEM209,0.7575460997353944,0.6213288792826446,0.923626942766409
217966_s_at,-0.3546835091646152,0.7013953932980951 (0.5444190293239941 - 0.9036339129266869),-2.7438718009840906,0.006071924527749206,FAM129A,0.7013953932980951,0.5444190293239941,0.9036339129266869
206907_at,-0.3611474677500347,0.6968762241202845 (0.5384151491628445 - 0.9019740111310713),-2.7437855765420798,0.006073519512858336,TNFSF9,0.6968762241202845,0.5384151491628445,0.9019740111310713
207352_s_at,-0.33971072424688276,0.7119762504422796 (0.5584409314266583 - 0.9077239017899993),-2.741179740030203,0.006121900840529156,GABRB2,0.7119762504422796,0.5584409314266583,0.9077239017899993
209858_x_at,-0.8461044991420376,0.4290831743931548 (0.23418884847221544 - 0.7861705275396573),-2.7386812648153147,0.006168614502598779,MPPE1,0.4290831743931548,0.23418884847221544,0.7861705275396573
213552_at,-0.39724730923075896,0.6721677717808685 (0.50565744229565 - 0.8935090747793083),-2.735269502419967,0.006232922174514186,GLCE,0.6721677717808685,0.50565744229565,0.8935090747793083
221519_at,-0.7967517894422655,0.450790852177129 (0.2539600881118936 - 0.8001745231599061),-2.7213890790512405,0.006500819756769532,FBXW4,0.450790852177129,0.2539600881118936,0.8001745231599061
220603_s_at,-0.47046348247266423,0.6247126578058507 (0.44504887580720437 - 0.8769057198830303),-2.7191700948265676,0.00654459437944588,MCTP2,0.6247126578058507,0.44504887580720437,0.8769057198830303
216030_s_at,-0.2656847785805318,0.7666807636131643 (0.6329625785118486 - 0.9286479378866812),-2.7169716014800622,0.0065882260348488035,SEMG2,0.7666807636131643,0.6329625785118486,0.9286479378866812
214430_at,-0.6082067557193406,0.5443261040688062 (0.3506488101322264 - 0.8449790759563574),-2.710692828580443,0.006714279519592801,GLA,0.5443261040688062,0.3506488101322264,0.8449790759563574
206274_s_at,-0.5147084354012197,0.5976748300385842 (0.41188705399466596 - 0.867264943137243),-2.7096865496579525,0.006734682059752476,CROCC,0.5976748300385842,0.41188705399466596,0.867264943137243
217719_at,-0.7941096076644502,0.4519834984526513 (0.2543299532205966 - 0.8032442906805589),-2.706766000673343,0.006794212810950641,EIF3L,0.4519834984526513,0.2543299532205966,0.8032442906805589
218588_s_at,-0.7237587415024509,0.4849261142014898 (0.28702547045363414 - 0.8192768950536145),-2.7049425603541315,0.006831620119851081,FAM114A2,0.4849261142014898,0.28702547045363414,0.8192768950536145
202794_at,-0.6020270823726198,0.547700276489897 (0.35400639549869994 - 0.8473733714458029),-2.703748082105714,0.006856224684271608,INPP1,0.547700276489897,0.35400639549869994,0.8473733714458029
219939_s_at,-0.8561586264278854,0.424790732080848 (0.22826670902679824 - 0.7905102186433962),-2.7018014686588767,0.006896492814682706,CSDE1,0.424790732080848,0.22826670902679824,0.7905102186433962
214128_at,-0.33249830837041033,0.7171298819810875 (0.5628727981328592 - 0.9136616111777712),-2.6906516098153124,0.007131262381203122,DAGLA,0.7171298819810875,0.5628727981328592,0.9136616111777712
200949_x_at,-0.9372217984213495,0.39171458713613205 (0.19767630604283737 - 0.776220078404233),-2.685939423797333,0.007232620017684932,RPS20 /// SNORD54,0.39171458713613205,0.19767630604283737,0.776220078404233
208656_s_at,-0.8108872085815815,0.4444635593598173 (0.2456235393420354 - 0.8042708615305341),-2.679810126169803,0.007366393141980711,CCNI,0.4444635593598173,0.2456235393420354,0.8042708615305341
212459_x_at,-0.7036640864425449,0.4947691017048972 (0.29572407035766235 - 0.827786739529869),-2.679719741935464,0.007368382294049506,SUCLG2,0.4947691017048972,0.29572407035766235,0.827786739529869
217379_at,-0.5930247203676812,0.5526531329029727 (0.3581527216104349 - 0.8527800205848615),-2.679540392661028,0.007372330791701532,RP11-209A2.1,0.5526531329029727,0.3581527216104349,0.8527800205848615
220960_x_at,-0.6951305395504382,0.49900930328313337 (0.2997451323843031 - 0.830740044992164),-2.6730463273856753,0.007516586922538565,RPL22,0.49900930328313337,0.2997451323843031,0.830740044992164
219114_at,-0.3077835256791265,0.7350744255241586 (0.5865639120485848 - 0.921185909942097),-2.672888948409099,0.007520114062796092,C3orf18,0.7350744255241586,0.5865639120485848,0.921185909942097
213477_x_at,-1.464391595069771,0.23121862324280418 (0.07868915498801901 - 0.6794081311768795),-2.662831171139208,0.007748628011838588,EEF1A1,0.23121862324280418,0.07868915498801901,0.6794081311768795
204754_at,-0.2504857517513203,0.7784225710931004 (0.6473507398218987 - 0.9360330681848014),-2.6626513153499483,0.007752770383754515,HLF,0.7784225710931004,0.6473507398218987,0.9360330681848014
221688_s_at,-0.6151418229920945,0.540564225436799 (0.3435173119344089 - 0.850640336513465),-2.6592849191748087,0.007830671004786141,IMP3,0.540564225436799,0.3435173119344089,0.850640336513465
215502_at,-0.3404401707993409,0.7114570911934447 (0.5533830715982195 - 0.9146849959605199),-2.6555686357883284,0.007917481971214077,LA16c-381G6.1,0.7114570911934447,0.5533830715982195,0.9146849959605199
209941_at,-0.6807585590815228,0.5062328391650469 (0.30620913227223906 - 0.8369171929897334),-2.65404187342125,0.007953395656807919,RIPK1,0.5062328391650469,0.30620913227223906,0.8369171929897334
215881_x_at,-0.29423103200803763,0.7451043286072558 (0.599491227492419 - 0.926086046048589),-2.652108718543634,0.00799907809427416,SSX2 /// SSX2B /// SSX3,0.7451043286072558,0.599491227492419,0.926086046048589
203679_at,-0.7937693621218419,0.4521373099886932 (0.25126328837587736 - 0.8136013358943123),-2.6481705932247737,0.008092867558066315,TMED1,0.4521373099886932,0.25126328837587736,0.8136013358943123
221939_at,-0.48216597500037783,0.6174445728964005 (0.432127500243569 - 0.8822345265791542),-2.648111638455344,0.008094279058807186,YIPF2,0.6174445728964005,0.432127500243569,0.8822345265791542
221820_s_at,-0.5907810522029445,0.5538944952252144 (0.3574763945723366 - 0.8582360024298421),-2.6442033319577054,0.008188345108094821,KAT8,0.5538944952252144,0.3574763945723366,0.8582360024298421
212410_at,-0.515157193767163,0.5974066786305847 (0.4075045911814279 - 0.87580544463984),-2.6393946017719334,0.008305424451195332,MICU2,0.5974066786305847,0.4075045911814279,0.87580544463984
201154_x_at,-0.754435390317983,0.4702760622043208 (0.26826249532349977 - 0.8244148121253556),-2.634106793673646,0.008435895003966487,RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C,0.4702760622043208,0.26826249532349977,0.8244148121253556
214317_x_at,-0.5477131093209904,0.5782707413607842 (0.3846999913500712 - 0.869241117319534),-2.6338442236327344,0.008442421126950808,RPS9,0.5782707413607842,0.3846999913500712,0.869241117319534
217545_at,-0.3261238879667431,0.721715769993647 (0.5661995559038918 - 0.9199471232823382),-2.633832311899304,0.008442717297608057,MYH14,0.721715769993647,0.5661995559038918,0.9199471232823382
202417_at,-0.8471487705088213,0.42863532899692736 (0.22818943195369895 - 0.8051566792172205),-2.633726301329985,0.008445353529889997,KEAP1,0.42863532899692736,0.22818943195369895,0.8051566792172205
212933_x_at,-0.9356221352519082,0.3923416999850426 (0.19554129305878765 - 0.7872097352904123),-2.6333815220252363,0.008453932467548884,RPL13 /// SNORD68,0.3923416999850426,0.19554129305878765,0.7872097352904123
200612_s_at,-0.49402064781631994,0.6101681843200176 (0.4222074233095979 - 0.8818064122083936),-2.6294486307680485,0.008552345175009942,AP2B1,0.6101681843200176,0.4222074233095979,0.8818064122083936
209276_s_at,-0.4661824020229809,0.6273928358874006 (0.4428553116897057 - 0.8888270279992324),-2.623091092750353,0.008713597175667902,GLRX,0.6273928358874006,0.4428553116897057,0.8888270279992324
202223_at,-0.6807066703927909,0.5062591076047758 (0.30439345197149914 - 0.8419967064757411),-2.622544630452821,0.008727583601407246,STT3A,0.5062591076047758,0.30439345197149914,0.8419967064757411
218806_s_at,-0.21407827393584514,0.8072851931601577 (0.6878753439751818 - 0.9474236702967892),-2.6212741875885452,0.008760177509368488,VAV3,0.8072851931601577,0.6878753439751818,0.9474236702967892
200092_s_at,-0.9112896907530897,0.40200542687986085 (0.20337730629751852 - 0.7946233834194066),-2.62120331910344,0.008761998877946556,RPL37,0.40200542687986085,0.20337730629751852,0.7946233834194066
205538_at,-0.3296611975625028,0.71916734781143 (0.5619232823813258 - 0.9204133204204002),-2.618762818594963,0.00882492824162055,CORO2A,0.71916734781143,0.5619232823813258,0.9204133204204002
206098_at,-0.22446168300729863,0.7989461893287315 (0.6752438542930248 - 0.9453103636333162),-2.615251378107474,0.008916180724647175,ZBTB6,0.7989461893287315,0.6752438542930248,0.9453103636333162
217093_at,-0.3138464182997396,0.7306312311297831 (0.5774363626369393 - 0.9244689639295558),-2.6141092966859056,0.008946041328544454,RNASE1,0.7306312311297831,0.5774363626369393,0.9244689639295558
203273_s_at,-0.8690443862401732,0.41935209646653615 (0.2183729362302955 - 0.8053020848033183),-2.610388559279312,0.009043943323913905,TUSC2,0.41935209646653615,0.2183729362302955,0.8053020848033183
210453_x_at,-0.7199983059994737,0.4867530805192478 (0.28346290976332705 - 0.8358362002026902),-2.6100133215943657,0.009053869684048376,ATP5L,0.4867530805192478,0.28346290976332705,0.8358362002026902
206421_s_at,-0.39480165948998974,0.6738136705432475 (0.5006366447979341 - 0.9068949852726352),-2.604736632912733,0.009194490535909396,SERPINB7,0.6738136705432475,0.5006366447979341,0.9068949852726352
215905_s_at,-0.7662455059105595,0.464754715595867 (0.2608142924520499 - 0.8281637621845658),-2.5996375725502827,0.009332226369326069,SNRNP40,0.464754715595867,0.2608142924520499,0.8281637621845658
203240_at,-0.21985256865586086,0.8026371231097624 (0.6796556777555658 - 0.9478716539547666),-2.5908637102568757,0.009573539764670475,FCGBP,0.8026371231097624,0.6796556777555658,0.9478716539547666
200005_at,-0.7201704287058011,0.4866693064716304 (0.282036072482525 - 0.839775606633626),-2.587312688075492,0.009672777026977416,EIF3D,0.4866693064716304,0.282036072482525,0.839775606633626
206635_at,-0.4745176774025703,0.6221850780285306 (0.4342990598206415 - 0.891354154626171),-2.5870003417445218,0.009681549614992707,CHRNB2,0.6221850780285306,0.4342990598206415,0.891354154626171
213890_x_at,-0.8923935913813967,0.4096739861246404 (0.20835935025553207 - 0.8054967281354151),-2.586992882630597,0.009681759199036142,RPS16,0.4096739861246404,0.20835935025553207,0.8054967281354151
212854_x_at,-0.6262706328136626,0.5345817396929358 (0.3325368008522929 - 0.8593864970152978),-2.5855902313043435,0.00972124245308844,NBPF1,0.5345817396929358,0.3325368008522929,0.8593864970152978
