gene,beta,HR (95% CI for HR),wald.test,p.value,Gene Symbol,HR,CI Lower,CI Upper
203306_s_at,-0.5867194227195313,0.5561487843823217 (0.35572879923063744 - 0.8694867298877256),-2.5733571345339117,0.010071721900473219,SLC35A1,0.5561487843823217,0.35572879923063744,0.8694867298877256
206798_x_at,-0.3643322029641836,0.6946603881676687 (0.5262700125158352 - 0.9169305554432221),-2.572246802239639,0.010104083372021603,DLEC1,0.6946603881676687,0.5262700125158352,0.9169305554432221
210361_s_at,-0.6142613723484028,0.5410403751394386 (0.3386637529836239 - 0.8643519861577248),-2.569830749469847,0.010174821181609105,ELF2,0.5410403751394386,0.3386637529836239,0.8643519861577248
206869_at,-0.1547715602614349,0.8566108390904533 (0.7612095360221104 - 0.9639686511046767),-2.5691004928236465,0.010196288421030349,CHAD,0.8566108390904533,0.7612095360221104,0.9639686511046767
45828_at,-0.9354840159045921,0.39239589370708405 (0.19216879914568374 - 0.8012462901506329),-2.5683182360355206,0.010219329022728194,ATP5SL,0.39239589370708405,0.19216879914568374,0.8012462901506329
219122_s_at,-0.596894949395097,0.550518372376653 (0.3489075390920944 - 0.8686269121982014),-2.5652536993857336,0.010310039003661864,THG1L,0.550518372376653,0.3489075390920944,0.8686269121982014
208742_s_at,-0.9831817961179556,0.374118833232964 (0.17630378022928286 - 0.7938848571344876),-2.561258211703645,0.010429380933100758,SAP18,0.374118833232964,0.17630378022928286,0.7938848571344876
215963_x_at,-0.7028399642136207,0.49517701998397035 (0.2891543090589128 - 0.8479911017692904),-2.560700165960067,0.010446146755838288,RPL3,0.49517701998397035,0.2891543090589128,0.8479911017692904
204871_at,-0.3000547365149785,0.7407776719838425 (0.5887621054948406 - 0.9320429324312381),-2.56052219468135,0.010451498732852685,MTERF1,0.7407776719838425,0.5887621054948406,0.9320429324312381
201226_at,-0.7184265112820146,0.487518758026209 (0.28117915519927844 - 0.8452779483563483),-2.55859728971733,0.010509540817431964,NDUFB8,0.487518758026209,0.28117915519927844,0.8452779483563483
208631_s_at,-0.829835228957725,0.43612114053651047 (0.2307927517674048 - 0.8241231484364545),-2.5556998185353867,0.010597449611883112,HADHA,0.43612114053651047,0.2307927517674048,0.8241231484364545
207209_at,-0.36942195227941294,0.6911337234656467 (0.5206180853535134 - 0.917497561359478),-2.5556346983138107,0.010599432840645627,CETN1,0.6911337234656467,0.5206180853535134,0.917497561359478
206438_x_at,-0.45636676826204237,0.6335814169238352 (0.4463739845293473 - 0.899302884540805),-2.553918584367006,0.010651816000476511,TCTN2,0.6335814169238352,0.4463739845293473,0.899302884540805
219011_at,-0.43271650742599144,0.6487443799524287 (0.465424927189224 - 0.9042688647158595),-2.5538678567420208,0.010653367922209441,PLEKHA4,0.6487443799524287,0.465424927189224,0.9042688647158595
204878_s_at,-0.33047610662224347,0.7185815305505444 (0.5575809004821504 - 0.9260708456868906),-2.553385369360016,0.010668138822233155,TAOK2,0.7185815305505444,0.5575809004821504,0.9260708456868906
221395_at,-0.3609142149487231,0.6970387914106289 (0.528320094827774 - 0.919637699734998),-2.5524360258182615,0.010697255265539664,TAS2R13,0.6970387914106289,0.528320094827774,0.919637699734998
211623_s_at,-0.5885165723694105,0.5551501993613135 (0.35317429488860724 - 0.8726335645353555),-2.5503645762486555,0.010761032213046154,FBL,0.5551501993613135,0.35317429488860724,0.8726335645353555
212952_at,-0.7059196644236774,0.4936543690691534 (0.2867233486565578 - 0.8499295130406891),-2.546533730081647,0.010879869646430649,CTC-425F1.4,0.4936543690691534,0.2867233486565578,0.8499295130406891
218491_s_at,-0.5468410599795567,0.5787752419226782 (0.37989747880607616 - 0.8817662641916351),-2.545739214572354,0.010904662013598692,THYN1,0.5787752419226782,0.37989747880607616,0.8817662641916351
213969_x_at,-0.710369028449169,0.4914628002376597 (0.2841129697222794 - 0.8501395914925781),-2.5406229074187303,0.011065519348774533,RPL29,0.4914628002376597,0.2841129697222794,0.8501395914925781
214053_at,-0.1704926097832652,0.843249321400833 (0.7393091719078687 - 0.9618025111307253),-2.5402382406562056,0.011077698095219171,ERBB4,0.843249321400833,0.7393091719078687,0.9618025111307253
221675_s_at,-0.34607358507076413,0.7074604266655306 (0.541545535348237 - 0.9242071490367498),-2.5379990291685757,0.011148829371584932,CHPT1,0.7074604266655306,0.541545535348237,0.9242071490367498
202125_s_at,-0.5953471098805063,0.5513711462752375 (0.3478230349201819 - 0.8740368245439332),-2.5327166855033854,0.011318239128924941,TRAK2,0.5513711462752375,0.3478230349201819,0.8740368245439332
202711_at,-0.3788102805513345,0.6846754966028645 (0.5107045908534055 - 0.9179093825356655),-2.532646079336913,0.011320518931023999,EFNB1,0.6846754966028645,0.5107045908534055,0.9179093825356655
211438_at,-0.2973856533935551,0.7427575101658347 (0.5900537394810217 - 0.9349804636319813),-2.532478612126227,0.011325927909270646,TRHR,0.7427575101658347,0.5900537394810217,0.9349804636319813
204933_s_at,-0.15725002210856884,0.854490390618697 (0.7565076871620912 - 0.9651637915256887),-2.530568158674574,0.011387795721402028,TNFRSF11B,0.854490390618697,0.7565076871620912,0.9651637915256887
217792_at,-0.8376662141797894,0.4327192199100395 (0.22583214794235085 - 0.8291375917274284),-2.52468562117975,0.011580183124664037,SNX5,0.4327192199100395,0.22583214794235085,0.8291375917274284
221299_at,-0.31148766620396673,0.7323566431871262 (0.5750245376396446 - 0.9327362881276422),-2.5242598375319534,0.011594219592040125,GPR173,0.7323566431871262,0.5750245376396446,0.9327362881276422
204319_s_at,-0.5410815965971333,0.5821182945887481 (0.3823821126795523 - 0.8861860888845728),-2.5234792816803493,0.011619990758885854,RGS10,0.5821182945887481,0.3823821126795523,0.8861860888845728
215856_at,-0.27451605008605184,0.7599398070517426 (0.6139957882342393 - 0.9405740583378731),-2.523041705962036,0.011634460167812015,SIGLEC15,0.7599398070517426,0.6139957882342393,0.9405740583378731
200088_x_at,-0.8263196239641427,0.43765706847200864 (0.23011153237421214 - 0.8323950894908653),-2.5192540052687384,0.011760378435957956,NBEAL1 /// RPL12,0.43765706847200864,0.23011153237421214,0.8323950894908653
219670_at,-0.28432621180971285,0.7525211233848896 (0.6030517968979852 - 0.9390371507942825),-2.5167288247870534,0.011844995631265185,BEND5,0.7525211233848896,0.6030517968979852,0.9390371507942825
211173_at,-0.3683656779282945,0.6918641359810284 (0.5193175834440921 - 0.9217403722058017),-2.516726802816385,0.01184506360199009,CCKAR,0.6918641359810284,0.5193175834440921,0.9217403722058017
200074_s_at,-0.6692114420595826,0.5121122487868044 (0.3041009608851453 - 0.862407519509711),-2.516635424176083,0.011848135754601079,RPL14,0.5121122487868044,0.3041009608851453,0.862407519509711
220417_s_at,-0.7850206676570349,0.4561102749574914 (0.24737017411945533 - 0.8409929922325127),-2.5146939032663087,0.011913576956146307,THAP4,0.4561102749574914,0.24737017411945533,0.8409929922325127
211397_x_at,-0.556221962265792,0.5733711949808822 (0.37153603820855313 - 0.8848523250098989),-2.512575585027983,0.011985342724412913,KIR2DL2,0.5733711949808822,0.37153603820855313,0.8848523250098989
202025_x_at,-1.0255892746621378,0.35858509802286126 (0.1610054654746717 - 0.7986267555885728),-2.5103640840476977,0.01206067405345359,ACAA1,0.35858509802286126,0.1610054654746717,0.7986267555885728
218198_at,-0.6919879516684077,0.5005799505285277 (0.2915363899141261 - 0.8595163264008078),-2.508814668212926,0.012113702209412616,DHX32,0.5005799505285277,0.2915363899141261,0.8595163264008078
217995_at,-0.5360191995452296,0.5850726803544817 (0.3847670315121822 - 0.8896553323496987),-2.506760286862842,0.012184331193279798,SQRDL,0.5850726803544817,0.3847670315121822,0.8896553323496987
221930_at,-0.3468338390932095,0.7069227814298097 (0.5389611018216915 - 0.9272279895809458),-2.505849113411142,0.012215773693290187,PHF7,0.7069227814298097,0.5389611018216915,0.9272279895809458
202788_at,-0.7339211479551631,0.48002305357361197 (0.27025076105454715 - 0.8526234341135734),-2.5039154650823616,0.012282737726055466,MAPKAPK3,0.48002305357361197,0.27025076105454715,0.8526234341135734
211338_at,-0.2636820150622107,0.7682177825056533 (0.6247649425356119 - 0.944608957991051),-2.500303877122863,0.0124086817981117,IFNA2,0.7682177825056533,0.6247649425356119,0.944608957991051
209931_s_at,-0.32728515947062253,0.7208781484831798 (0.557558460675673 - 0.9320373406777557),-2.496925788357855,0.012527517094867078,FKBP1B /// MFSD2B,0.7208781484831798,0.557558460675673,0.9320373406777557
217122_s_at,-0.4883328845020189,0.6136485649422482 (0.41820804371460185 - 0.9004240040697541),-2.4961048544442943,0.01255654788601547,SLC35E2 /// SLC35E2B,0.6136485649422482,0.41820804371460185,0.9004240040697541
208227_x_at,-0.2883294716958252,0.7495146077052225 (0.5975088531738026 - 0.9401904995709008),-2.4932656473055768,0.012657410896767517,ADAM22,0.7495146077052225,0.5975088531738026,0.9401904995709008
210151_s_at,-0.4459688891655775,0.6402036890227948 (0.45075296765084655 - 0.9092802329720292),-2.4912092064136306,0.01273091328619317,DYRK3,0.6402036890227948,0.45075296765084655,0.9092802329720292
204282_s_at,-0.9407004812984522,0.39035430367829543 (0.18612689645213362 - 0.8186698714946533),-2.489432953782053,0.012794704849888927,FARS2,0.39035430367829543,0.18612689645213362,0.8186698714946533
221490_at,-0.8352443148269411,0.4337684924120173 (0.22456445122959573 - 0.837866830565376),-2.486600175651276,0.012897025381248189,UBAP1,0.4337684924120173,0.22456445122959573,0.837866830565376
212301_at,-0.8991348933350906,0.40692153804717907 (0.20029000449995038 - 0.8267269180011567),-2.4860858394892653,0.012915680769006295,RTF1,0.40692153804717907,0.20029000449995038,0.8267269180011567
213347_x_at,-1.0426357042614045,0.3525243065831041 (0.15488593058757993 - 0.8023542632984874),-2.4847425171277617,0.012964516801754459,RPS4X,0.3525243065831041,0.15488593058757993,0.8023542632984874
202000_at,-0.8566420895279621,0.424585411073197 (0.21581368431263323 - 0.835316684715173),-2.4811486385302244,0.013095975056041272,NDUFA6,0.424585411073197,0.21581368431263323,0.835316684715173
214489_at,-0.2608941387230595,0.7703624668531037 (0.6267339082332004 - 0.9469063705344954),-2.4781690381842716,0.013205856393488029,FSHB,0.7703624668531037,0.6267339082332004,0.9469063705344954
206841_at,-0.30753342875808454,0.7352582883655258 (0.5764430371049789 - 0.9378285724904166),-2.476951007882902,0.013251008975111948,PDE6H,0.7352582883655258,0.5764430371049789,0.9378285724904166
204014_at,-0.14954018671857625,0.8611038323869852 (0.7649183805858681 - 0.9693842231685186),-2.4744903893563657,0.013342641060125067,DUSP4,0.8611038323869852,0.7649183805858681,0.9693842231685186
202947_s_at,-0.40976612136555335,0.6638054819025606 (0.47976654512085315 - 0.9184419428263682),-2.4735223960880313,0.01337884182199408,GYPC,0.6638054819025606,0.47976654512085315,0.9184419428263682
211184_s_at,-0.2987155019314946,0.7417704116681174 (0.5851212927910919 - 0.9403577521536832),-2.4680470111646287,0.013585247667827084,USH1C,0.7417704116681174,0.5851212927910919,0.9403577521536832
219988_s_at,-0.6867529339269619,0.503207366735336 (0.29160405093960695 - 0.8683612354519515),-2.4670043336349883,0.013624870861169999,RNF220,0.503207366735336,0.29160405093960695,0.8683612354519515
63009_at,-0.7404010922879911,0.47692258718175135 (0.26474698523009427 - 0.859141621448311),-2.4655280285981886,0.013681147095426857,SHQ1,0.47692258718175135,0.26474698523009427,0.859141621448311
205321_at,-0.38467084649870076,0.6806746457787011 (0.5010192548134248 - 0.9247508333357282),-2.4603225838926672,0.013881218484947637,EIF2S3,0.6806746457787011,0.5010192548134248,0.9247508333357282
217402_at,-0.24973104329142015,0.7790102749375177 (0.638410471550258 - 0.9505749600011896),-2.459088612714823,0.01392902328242531,TBCAP2 /// TBCAP2,0.7790102749375177,0.638410471550258,0.9505749600011896
205186_at,-0.14614403132691753,0.8640332463670425 (0.7690210761632121 - 0.9707841227866773),-2.4588374789150795,0.013938770139620402,DNALI1,0.8640332463670425,0.7690210761632121,0.9707841227866773
217553_at,-0.2462688198931173,0.7817120569264819 (0.6423576144439708 - 0.9512983518895172),-2.4583624027013213,0.013957224987644552,STEAP1B,0.7817120569264819,0.6423576144439708,0.9512983518895172
205309_at,-0.18447276607852323,0.83154258575652 (0.7176193127353061 - 0.9635513700028939),-2.4538611748307324,0.014133153166142437,SMPDL3B,0.83154258575652,0.7176193127353061,0.9635513700028939
217969_at,-0.628190086473283,0.5335566189669183 (0.32297759610258325 - 0.8814316196501416),-2.4527360980380974,0.014177430743068624,VPS51,0.5335566189669183,0.32297759610258325,0.8814316196501416
211345_x_at,-0.796840028572739,0.4507510765392172 (0.23844487541631 - 0.852090164011827),-2.45262865843024,0.014181665441546256,EEF1G /// MIR3654,0.4507510765392172,0.23844487541631,0.852090164011827
216589_at,-0.3246443542426185,0.722784363129445 (0.5575625107272789 - 0.9369662155064942),-2.451646417379524,0.01422043193659377,RP5-1118D24.2,0.722784363129445,0.5575625107272789,0.9369662155064942
202105_at,-0.5481683286808694,0.578007561230955 (0.3727316652065887 - 0.8963358148146156),-2.4488743064900436,0.014330344667092767,IGBP1,0.578007561230955,0.3727316652065887,0.8963358148146156
216520_s_at,-1.1053667071980853,0.3310894470943109 (0.13665050222818287 - 0.8021940658086241),-2.4481039577674437,0.014361021340889481,LOC101928826 /// TPT1,0.3310894470943109,0.13665050222818287,0.8021940658086241
200809_x_at,-0.782629013982706,0.4572024382901179 (0.2438309872420654 - 0.8572908305986089),-2.4400260089868877,0.014686204504373992,RPL12,0.4572024382901179,0.2438309872420654,0.8572908305986089
203339_at,-0.5114665579841778,0.5996155626817642 (0.3975415487663753 - 0.9044056504933027),-2.439129468889629,0.014722692454024543,SLC25A12,0.5996155626817642,0.3975415487663753,0.9044056504933027
207564_x_at,-0.6111077527201914,0.5427493039254951 (0.33210967668575236 - 0.8869865215952225),-2.4385025325236214,0.014748255352746193,OGT,0.5427493039254951,0.33210967668575236,0.8869865215952225
221771_s_at,-0.44539001044957577,0.6405743965992867 (0.44738686231416097 - 0.917182850332331),-2.432006815117844,0.015015424783823552,MPHOSPH8,0.6405743965992867,0.44738686231416097,0.917182850332331
219907_at,-0.46190856066819697,0.630079951397634 (0.4342317787861112 - 0.9142599978819025),-2.431913234735869,0.015019304704211882,FRS3,0.630079951397634,0.4342317787861112,0.9142599978819025
214045_at,-0.2336217287517293,0.7916612219422958 (0.6557235020892369 - 0.955780124290677),-2.430487945012424,0.015078507649707818,LIAS,0.7916612219422958,0.6557235020892369,0.955780124290677
214323_s_at,-0.5074610070405295,0.6020221700411589 (0.39927578941144637 - 0.907720184475267),-2.422074600848924,0.015432182138813975,UPF3A,0.6020221700411589,0.39927578941144637,0.907720184475267
220298_s_at,-0.2664840610280745,0.7660682139686399 (0.6174487980622759 - 0.9504602005783013),-2.4216946336398646,0.015448325858240785,SPATA6,0.7660682139686399,0.6174487980622759,0.9504602005783013
207956_x_at,-0.5858256401940624,0.5566460826525099 (0.3463430596010365 - 0.8946472370178761),-2.4198050815854657,0.01552882846013008,PDS5B,0.5566460826525099,0.3463430596010365,0.8946472370178761
202447_at,-0.5398688233350117,0.5828247003602501 (0.3763832281746651 - 0.9024967265342139),-2.4197923980242084,0.015529370076378436,DECR1,0.5828247003602501,0.3763832281746651,0.9024967265342139
218915_at,-0.8413244204950481,0.43113913562630274 (0.21798429645202214 - 0.8527263536596429),-2.4178103005549034,0.015614214591594216,NF2,0.43113913562630274,0.21798429645202214,0.8527263536596429
219603_s_at,-0.4893470168732337,0.6130265595192171 (0.41207563468532854 - 0.9119722959668312),-2.4146507265154016,0.015750304833948896,ZNF226,0.6130265595192171,0.41207563468532854,0.9119722959668312
212145_at,-0.6481622953079001,0.5230060247903727 (0.3090370693351611 - 0.8851213304458622),-2.414556351325273,0.015754385791873222,MRPS27,0.5230060247903727,0.3090370693351611,0.8851213304458622
205440_s_at,-0.10943449832887975,0.8963408742644473 (0.8201366900369504 - 0.9796256802521005),-2.414049036430449,0.01577633896861716,NPY1R,0.8963408742644473,0.8201366900369504,0.9796256802521005
210336_x_at,-0.33973831475014366,0.7119566069302086 (0.5402893707404447 - 0.9381680218082284),-2.4133587096095748,0.01580625488588251,MZF1,0.7119566069302086,0.5402893707404447,0.9381680218082284
210878_s_at,-0.5952886161861995,0.5514033989537973 (0.3396951152502647 - 0.8950546967794928),-2.4085476697921475,0.016016134513665358,KDM3B,0.5514033989537973,0.3396951152502647,0.8950546967794928
209472_at,-0.6895048152008197,0.5018245034164701 (0.28614719219239165 - 0.880063963933184),-2.405729831777171,0.016140195957700894,CCBL2,0.5018245034164701,0.28614719219239165,0.880063963933184
218011_at,-0.5878897928965847,0.5554982651794684 (0.34399334087419986 - 0.8970473725834354),-2.404296717484093,0.016203615358043842,UBL5,0.5554982651794684,0.34399334087419986,0.8970473725834354
212716_s_at,-0.8065213771109735,0.4464082543712482 (0.23128898794175118 - 0.8616075125071353),-2.403945746100632,0.01621918018855678,EIF3K,0.4464082543712482,0.23128898794175118,0.8616075125071353
200725_x_at,-0.9085179309301991,0.4031212350324103 (0.1917584627328993 - 0.847455323838363),-2.3965821905675884,0.016548781583132898,RPL10 /// SNORA70,0.4031212350324103,0.1917584627328993,0.847455323838363
214123_s_at,-0.21220422194347538,0.808799506092196 (0.6798935642982376 - 0.9621456583872474),-2.3956059405434718,0.016592918395243947,NOP14-AS1,0.808799506092196,0.6798935642982376,0.9621456583872474
210801_at,-0.20422100236733265,0.815282171985748 (0.6898155650393507 - 0.9635691823217728),-2.3952233933783647,0.016610241738550056,DIMT1,0.815282171985748,0.6898155650393507,0.9635691823217728
218916_at,-0.5726958026430548,0.5640029468180355 (0.35286355643559925 - 0.9014796745593755),-2.393423785076512,0.01669194883607961,ZNF747 /// ZNF768,0.5640029468180355,0.35286355643559925,0.9014796745593755
206103_at,-0.23874538517830937,0.7876153953982706 (0.6477325095794586 - 0.9577070810775418),-2.3931232395266546,0.01670562875431887,RAC3,0.7876153953982706,0.6477325095794586,0.9577070810775418
205672_at,-0.5319911969096294,0.5874341073772962 (0.3798448049842651 - 0.9084732132231095),-2.391468870641465,0.016781106952988647,XPA,0.5874341073772962,0.3798448049842651,0.9084732132231095
215748_at,-0.26007415455126676,0.7709944109391319 (0.6228995227039933 - 0.9542989840784609),-2.3898067426885783,0.01685724046899869,KLHL35,0.7709944109391319,0.6228995227039933,0.9542989840784609
207604_s_at,-0.3551861464229842,0.7010429344274759 (0.5238250965441918 - 0.938216208335533),-2.388898716864267,0.016898960375730476,SLC4A7,0.7010429344274759,0.5238250965441918,0.938216208335533
204520_x_at,-0.7085877876960703,0.4923389939303646 (0.2752044835154298 - 0.8807911915096877),-2.3876887430869522,0.016954694323176926,BRD1,0.4923389939303646,0.2752044835154298,0.8807911915096877
212349_at,-0.48105508195414975,0.6181308689090176 (0.41611574187513783 - 0.9182199389439778),-2.3825197828598244,0.017194608083104433,POFUT1,0.6181308689090176,0.41611574187513783,0.9182199389439778
201424_s_at,-0.5838476261327211,0.5577482260994566 (0.34501451419961 - 0.9016521650944569),-2.3824066048905683,0.017199894310024225,CUL4A,0.5577482260994566,0.34501451419961,0.9016521650944569
203436_at,-0.8146824294738187,0.4427799188881308 (0.2264142771059618 - 0.8659085419724942),-2.3806961085529674,0.017279960578507707,RPP30,0.4427799188881308,0.2264142771059618,0.8659085419724942
206954_at,-0.3136213194807051,0.7307957138688008 (0.5643083721100801 - 0.9464016516572789),-2.3775930233399962,0.017426046975930858,WT1-AS,0.7307957138688008,0.5643083721100801,0.9464016516572789
220324_at,-0.19966208901417898,0.8190074579420502 (0.6946921718972194 - 0.965568986235735),-2.377111759107175,0.01744880056640719,LINC00472,0.8190074579420502,0.6946921718972194,0.965568986235735
212266_s_at,-0.517577625938739,0.5959624448261804 (0.3888440397658685 - 0.9134028024630505),-2.3757263029311138,0.017514448757524496,SRSF5,0.5959624448261804,0.3888440397658685,0.9134028024630505
218677_at,-0.22251731339302724,0.8005011472392706 (0.6662409113665085 - 0.9618173783670183),-2.3755864803449542,0.017521086098201653,S100A14,0.8005011472392706,0.6662409113665085,0.9618173783670183
221435_x_at,-0.8044980474087448,0.44731239983537 (0.23031997656713907 - 0.8687408970283195),-2.375439058920583,0.01752808654174182,HYI,0.44731239983537,0.23031997656713907,0.8687408970283195
62212_at,-0.8201196702270483,0.44037895110348224 (0.22373959884299055 - 0.8667827312549008),-2.373770237859146,0.017607503209882983,C1orf50 /// LOC100129924,0.44037895110348224,0.22373959884299055,0.8667827312549008
201165_s_at,-0.74170722039946,0.47630007181454864 (0.2580453226842154 - 0.8791547006188821),-2.3718209052973003,0.017700668225768112,PUM1,0.47630007181454864,0.2580453226842154,0.8791547006188821
208972_s_at,-0.484671968705522,0.6158991978422724 (0.4125624547946837 - 0.9194530852099311),-2.3707256612041756,0.017753202874092166,ATP5G1,0.6158991978422724,0.4125624547946837,0.9194530852099311
203188_at,-0.7700870933993473,0.4629727446851529 (0.24485629732733674 - 0.8753859494769614),-2.3694675261810376,0.0178137193576399,B3GNT1,0.4629727446851529,0.24485629732733674,0.8753859494769614
211023_at,-0.6606863369286441,0.5164967220399493 (0.29895308922604874 - 0.8923435598830677),-2.3682578769384093,0.01787207402785749,PDHB,0.5164967220399493,0.29895308922604874,0.8923435598830677
211198_s_at,-0.25973414658276983,0.771256599753135 (0.6220759797808482 - 0.9562123631141055),-2.368218246012101,0.01787398869285367,ICOSLG,0.771256599753135,0.6220759797808482,0.9562123631141055
218253_s_at,-0.4212106539339548,0.6562518448147594 (0.4630990106016972 - 0.9299663224570852),-2.3681836935960017,0.017875658149495256,EIF2D,0.6562518448147594,0.4630990106016972,0.9299663224570852
210525_x_at,-0.23741039007266343,0.7886675602574623 (0.6479728459277263 - 0.9599113983116421),-2.368066435656334,0.017881324677639112,EFCAB11,0.7886675602574623,0.6479728459277263,0.9599113983116421
215734_at,-0.21618458355586975,0.8055865901116652 (0.6735445001098456 - 0.9635142949900153),-2.366897424697637,0.017937903621565443,IZUMO4,0.8055865901116652,0.6735445001098456,0.9635142949900153
205278_at,-0.20035604976626717,0.8184392960743907 (0.6932025374894503 - 0.9663018311858651),-2.3645093300295783,0.018053972596017438,GAD1,0.8184392960743907,0.6932025374894503,0.9663018311858651
220486_x_at,-0.4501159498773466,0.63755422300189 (0.4390001293832116 - 0.9259117710025173),-2.364292077952765,0.018064564306185353,LOC101928589 /// TMEM164,0.63755422300189,0.4390001293832116,0.9259117710025173
207609_s_at,-0.3540852370790057,0.7018151441329641 (0.5231784567096323 - 0.9414464418739222),-2.3625545898878997,0.018149468204159296,CYP1A2,0.7018151441329641,0.5231784567096323,0.9414464418739222
216380_x_at,-0.5385453882672769,0.5835965416352986 (0.3730679978063101 - 0.912929882518377),-2.3589931404525903,0.018324594486804686,GS1-111G14.1,0.5835965416352986,0.3730679978063101,0.912929882518377
219039_at,-0.3332881133836454,0.7165637128162116 (0.5432399192215639 - 0.9451874509898354),-2.3589552629424517,0.018326464950829003,SEMA4C,0.7165637128162116,0.5432399192215639,0.9451874509898354
217766_s_at,-0.7140199903469656,0.48967175977951843 (0.27055188895375054 - 0.886256729726841),-2.3588757290597004,0.018330393030287048,TMEM50A,0.48967175977951843,0.27055188895375054,0.886256729726841
212313_at,-0.8589176407980518,0.4236203436484073 (0.2074096114101521 - 0.8652163915293413),-2.357300983704655,0.01840831965141879,CHMP7,0.4236203436484073,0.2074096114101521,0.8652163915293413
202387_at,-0.3951315313885266,0.67359143500513 (0.4848463604446478 - 0.9358127817978528),-2.355423192169627,0.018501621490707512,BAG1,0.67359143500513,0.4848463604446478,0.9358127817978528
218826_at,-0.47767965526746287,0.6202208496438213 (0.4163854141080621 - 0.9238409639226012),-2.349607938613958,0.01879319436188929,SLC35F2,0.6202208496438213,0.4163854141080621,0.9238409639226012
217216_x_at,-0.705928936913711,0.49364979168515805 (0.2739010609358389 - 0.889701251970996),-2.3488213751103237,0.018832939100611006,MLH3,0.49364979168515805,0.2739010609358389,0.889701251970996
221187_s_at,-0.30366555999162587,0.7381076779144594 (0.5727466961530913 - 0.9512109766071061),-2.346471741163149,0.018952103295613552,FUZ,0.7381076779144594,0.5727466961530913,0.9512109766071061
212428_at,-0.6785914617980637,0.507331084548084 (0.28781619122676977 - 0.8942680682823092),-2.3463599646381033,0.01895778855378124,KIAA0368,0.507331084548084,0.28781619122676977,0.8942680682823092
220038_at,-0.24861906225849612,0.7798770013900801 (0.6336233041569593 - 0.9598891538662843),-2.346305192482156,0.018960574959033298,C8orf44-SGK3 /// SGK3,0.7798770013900801,0.6336233041569593,0.9598891538662843
212791_at,-0.7307283698773186,0.4815581098990051 (0.2612934850778588 - 0.8875009384195035),-2.3425611464181766,0.019151895447415863,C1orf216,0.4815581098990051,0.2612934850778588,0.8875009384195035
211596_s_at,-0.33588771687045127,0.7147033504398006 (0.539601476226667 - 0.946626170672868),-2.3424976995005866,0.019155152068602955,LRIG1,0.7147033504398006,0.539601476226667,0.946626170672868
201892_s_at,-0.4507959064580028,0.6371208611627487 (0.4368137190306307 - 0.9292816915860145),-2.340807508539993,0.0192420850521727,IMPDH2,0.6371208611627487,0.4368137190306307,0.9292816915860145
218152_at,-0.8187978606179004,0.44096143311306757 (0.22213342738393044 - 0.8753612087254772),-2.340473991804478,0.019259279768613923,HMG20A,0.44096143311306757,0.22213342738393044,0.8753612087254772
214737_x_at,-0.935477071301466,0.3923986187502963 (0.1792385915007632 - 0.859059841454315),-2.3399618259767663,0.019285711023856567,HNRNPC,0.3923986187502963,0.1792385915007632,0.859059841454315
212261_at,-0.822265157625763,0.43943513644649784 (0.2206555367331929 - 0.8751343474206326),-2.339439427571806,0.019312703001875056,GIGYF2,0.43943513644649784,0.2206555367331929,0.8751343474206326
206627_s_at,-0.2440036320324468,0.783484788615521 (0.6386165690279196 - 0.9612159216700041),-2.3391751688875413,0.01932636964192712,SSX1,0.783484788615521,0.6386165690279196,0.9612159216700041
220040_x_at,-0.24022698836037804,0.7864493259616042 (0.6429626683933739 - 0.9619571597383205),-2.337333416886628,0.01942185427092596,ZC4H2,0.7864493259616042,0.6429626683933739,0.9619571597383205
209881_s_at,-0.261939080104453,0.769557903666709 (0.617704002220291 - 0.9587429658334918),-2.3356471388486226,0.019509639635935955,LAT,0.769557903666709,0.617704002220291,0.9587429658334918
216668_at,-0.36312660179352474,0.695498376583262 (0.5126208818145549 - 0.943617415891657),-2.3327873723421626,0.0196593077581783,PABPC1P1 /// PABPC1P1,0.695498376583262,0.5126208818145549,0.943617415891657
218054_s_at,-0.2414289833523873,0.7855045857106006 (0.6412407136113016 - 0.9622243894925193),-2.331898738248004,0.01970601887985289,KXD1,0.7855045857106006,0.6412407136113016,0.9622243894925193
218895_at,-0.5534536641330241,0.5749606564258395 (0.36100476260953024 - 0.9157213163838333),-2.330736700684446,0.019767247700597654,GPATCH3,0.5749606564258395,0.36100476260953024,0.9157213163838333
218753_at,-1.0475668202157056,0.35079024728812774 (0.14530621941678135 - 0.846858435147301),-2.3296133077131116,0.019826598163981395,XKR8,0.35079024728812774,0.14530621941678135,0.846858435147301
206300_s_at,-0.1639994497167796,0.8487424889288283 (0.7393548207243897 - 0.9743140807647931),-2.32959803444989,0.01982740614327606,PTHLH,0.8487424889288283,0.7393548207243897,0.9743140807647931
222349_x_at,-0.42700950363221024,0.6524573514837343 (0.4554064940953917 - 0.9347705863324818),-2.327661710846611,0.019930073806468804,RNF126P1,0.6524573514837343,0.4554064940953917,0.9347705863324818
216966_at,-0.24725340805159118,0.7809427712688167 (0.6341624506916917 - 0.961696188936797),-2.327643680605061,0.01993103198184365,ITGA2B,0.7809427712688167,0.6341624506916917,0.961696188936797
211976_at,-0.5812818013600594,0.5591811478418113 (0.34263777195584677 - 0.912577601461811),-2.3260355590424977,0.020016653776421357,NUDT3,0.5591811478418113,0.34263777195584677,0.912577601461811
