gene,beta,HR (95% CI for HR),wald.test,p.value
200012_x_at,-0.7037160555472256,0.4947433896657795 (0.25879108637663023 - 0.945824777217246),-2.1284252966051214,0.03330183761851977
200013_at,-0.6860762723682989,0.5035479830444266 (0.2515877476092057 - 1.0078414932271218),-1.9379011769657395,0.052635280358903615
200014_s_at,-0.8075951763552801,0.4459291587973196 (0.1849274714336349 - 1.075301647311214),-1.7983003093896288,0.07212943075008599
200015_s_at,-0.4786987820753489,0.6195890879264706 (0.3242903601691731 - 1.1837867696014486),-1.4491928221205843,0.14728374150800683
200016_x_at,-0.5577731403432158,0.5724824836060005 (0.27207151721540734 - 1.2045957525800683),-1.4695389512946346,0.1416866649467826
200017_at,-0.48807348605334083,0.6138077650752688 (0.33687265296345875 - 1.1184047418285517),-1.5944056923161016,0.11084519830158264
200018_at,-0.8483599673871401,0.42811648150117176 (0.19546585284245663 - 0.9376764231073539),-2.1208349413379617,0.03393569513283888
200019_s_at,-0.7158532817067732,0.48877487115345764 (0.23585996044891874 - 1.012892880234409),-1.9255062959078884,0.05416604907668041
200020_at,-0.730189044262565,0.48181789657117224 (0.19530848257893357 - 1.1886246945902434),-1.584901964599416,0.11298861010399862
200021_at,1.154038932092418,3.170974430859403 (1.3011892842631017 - 7.727606554075318),2.5392632182825823,0.011108621161820514
200022_at,-0.37037768938464205,0.6904734968732377 (0.3621704035446816 - 1.316379376167161),-1.1250098042268202,0.2605848797231402
200023_s_at,-0.38537031135536187,0.6801987042567473 (0.3522782217465836 - 1.31336610869288),-1.1479537992687816,0.2509876369292724
200024_at,-0.24731275454882767,0.7808964264260154 (0.4469406847559312 - 1.3643851401398492),-0.8686552720824838,0.3850357128546582
200025_s_at,-0.5518236176932197,0.5758986332620876 (0.26026307679219757 - 1.2743230422114307),-1.3617498185135986,0.1732768531884698
200026_at,-0.6516828194838262,0.5211680067278356 (0.2636165631340335 - 1.0303453167264172),-1.8739998333653631,0.06093044808149665
200027_at,-0.1438311872164495,0.8660339333188203 (0.4342947919979106 - 1.7269716042629293),-0.40843773486333995,0.6829523345940901
200028_s_at,-0.09926519283729289,0.905502543391328 (0.4647574266592244 - 1.7642210948236599),-0.29169962087119883,0.7705162991221978
200029_at,-0.10490576912912229,0.9004093649474235 (0.5114814536590385 - 1.5850760935419415),-0.36356789892397384,0.7161807015373067
200030_s_at,-0.2929646152230178,0.7460485389913399 (0.36282371161624205 - 1.5340464382874055),-0.7965336811314323,0.4257219069033116
200031_s_at,-0.8463557422549179,0.428975383742132 (0.18465149545131732 - 0.9965794179296295),-1.9679310940817003,0.04907596654857344
200032_s_at,-0.7707515927650833,0.4626652017823051 (0.19857859350899057 - 1.0779565166502685),-1.7860155065698555,0.07409674743889891
200033_at,-0.40086859659433594,0.6697380611181867 (0.31061590242085363 - 1.4440634462514046),-1.0225924375419757,0.30650058671281427
200034_s_at,-1.2235996352685556,0.294169356413719 (0.12830643675065082 - 0.6744448091956127),-2.8903366952685254,0.0038482941536420547
200035_at,-0.042811654348575263,0.9580918255033816 (0.515762030304813 - 1.7797741829771838),-0.1354909602644917,0.892223711016881
200036_s_at,-0.3069487511432619,0.7356883031255981 (0.44828035138050415 - 1.207363378049142),-1.2144195123648842,0.2245875680523152
200037_s_at,0.044504759010925786,1.045509952291902 (0.6014089647198876 - 1.8175503267573234),0.15773980615591607,0.8746618323627855
200038_s_at,-0.38699546318199196,0.6790941758463341 (0.34862173273300534 - 1.3228346266685604),-1.1375654365199965,0.25530198601459286
200039_s_at,-0.011849815153661057,0.9882201174040763 (0.5949249258845182 - 1.6415163627413583),-0.045766646076527195,0.9634962435159968
200040_at,-0.2712808939485379,0.7624023121291118 (0.35218019890622004 - 1.6504541917604945),-0.688436044122545,0.491178232284196
200041_s_at,-0.16787613557502842,0.8454585504364338 (0.4419585145369295 - 1.6173467350324076),-0.5072450819093519,0.611982866721656
200042_at,-0.03611782081477157,0.9645266454729654 (0.49279176198559876 - 1.8878392895182339),-0.10541217717911058,0.9160487539068043
200043_at,-0.45215671607040875,0.6362544506142171 (0.2935725653383415 - 1.3789426319855393),-1.1457543600359612,0.251896804372858
200044_at,-0.19921919988057538,0.8193702677818504 (0.43309628829382624 - 1.5501579068473201),-0.6124171176101411,0.5402618192867232
200045_at,0.1664075857532259,1.1810543845755344 (0.6646255647310592 - 2.098759863216421),0.5672825296543227,0.5705222445463534
200046_at,-0.007880726090359393,0.9921502454187667 (0.6258023214971968 - 1.5729601435953258),-0.033516923240965224,0.973262370618935
200047_s_at,0.5756020181619981,1.7782007138711524 (0.7660309177603504 - 4.127767829602269),1.3396421464839625,0.1803617146213255
200048_s_at,0.09517729521288645,1.0998538366610606 (0.5864288519967915 - 2.0627881078823065),0.2966284633122404,0.7667501778092477
200049_at,0.09455087642124292,1.0991650832962625 (0.7512706800482335 - 1.6081605637266616),0.4869822965760407,0.6262708767545471
200050_at,-0.0630944852516895,0.938854761569759 (0.6209782195289754 - 1.4194511749394454),-0.2991617162711226,0.7648166583567263
200051_at,-0.2858842538097739,0.7513495767651358 (0.3813861990814717 - 1.480195633362587),-0.8263635463721295,0.4085978957721299
200052_s_at,0.3056211604237223,1.3574679465424022 (0.8571483903001702 - 2.149825218997066),1.3028524699525919,0.19262513339716097
200053_at,-0.3835981242268443,0.6814052124086061 (0.3513605014542941 - 1.3214719969256892),-1.1351172001379843,0.2563262157428895
200054_at,0.2534685994451709,1.2884869196458972 (0.7789568499584 - 2.1313100233822135),0.9871263488992585,0.3235807021446662
200055_at,0.14442107586566807,1.1553705047483258 (0.6582871775406469 - 2.0278095165540067),0.503186588750499,0.6148330929733037
200056_s_at,0.20220898811138122,1.2241038045234645 (0.7062269984766328 - 2.121740074340133),0.7205499640670731,0.4711864483454393
200057_s_at,-0.18609538010725732,0.8301944071739212 (0.31338488351432603 - 2.1992852557974496),-0.3743890712398881,0.7081148726189916
200058_s_at,0.13307049708607313,1.1423305264658097 (0.5856662940326332 - 2.228093105223065),0.3903950042394947,0.6962444814274298
200059_s_at,-0.07064055164023486,0.9317967647580044 (0.5213824569355071 - 1.6652750764126347),-0.238452592901654,0.811530080309088
200060_s_at,0.371287930855986,1.4496003979868768 (0.7192555068373453 - 2.9215505392284964),1.0383610199352273,0.2991020099787689
200061_s_at,-0.6625243396800845,0.5155482715380549 (0.24631970141333992 - 1.0790449109868954),-1.758086522652304,0.07873278858786761
200062_s_at,-0.6395156080288583,0.5275479021304706 (0.2407635802458714 - 1.155933919731753),-1.5978950385051884,0.11006633846890797
200063_s_at,-0.17160995383253932,0.8423076479740811 (0.3930068586478525 - 1.8052666466855447),-0.4412190366285669,0.6590544329114445
200064_at,0.5613787597780469,1.75308792188447 (0.9427173108810072 - 3.2600624029965797),1.7735971234822245,0.07612981384567344
200065_s_at,0.2789103065610807,1.3216887917400322 (0.6712483183270166 - 2.602406910403902),0.806838109130262,0.4197597599993087
200066_at,-0.5223806643081552,0.5931068775262336 (0.3067435694961727 - 1.1468073112232195),-1.5527836305317049,0.1204748347041033
200067_x_at,-0.1398653970165322,0.8694752614868464 (0.4930978789211541 - 1.5331382726521556),-0.4833211365619221,0.62886773453251
200068_s_at,0.4027433702697103,1.4959229440978317 (0.8082025462591806 - 2.768842371304153),1.2820862742846248,0.19981238331519857
200069_at,0.05366898709956585,1.0551352809536587 (0.6504967735126401 - 1.7114772992667626),0.2174734486420199,0.8278393967656332
200070_at,-0.7119410884194111,0.4906907982182709 (0.2556519819538312 - 0.9418173002842842),-2.14016114057638,0.03234174639643302
200071_at,0.0933156838155662,1.0978082408663363 (0.5246286046245577 - 2.2972116333163157),0.24769805215011634,0.8043680390748502
200072_s_at,-0.38436207880060497,0.6808848485724767 (0.36135197489645665 - 1.2829712004435776),-1.1890882639306142,0.23440493611980515
200073_s_at,-0.030499330174072106,0.9699610817720745 (0.4832689367765769 - 1.9467928280840685),-0.08580318328036442,0.9316228759218163
200074_s_at,-0.6692114420595826,0.5121122487868044 (0.3041009608851453 - 0.862407519509711),-2.516635424176083,0.011848135754601079
200075_s_at,0.20034807189036072,1.2218279681246196 (0.7014573385547402 - 2.1282314713071275),0.7075948625255696,0.4791968841431772
200076_s_at,0.16178917913944865,1.1756123715820102 (0.6065564143824452 - 2.2785423011704578),0.4791878156505,0.631805021466198
200077_s_at,0.03108715965197911,1.0315754117221738 (0.41503001484026303 - 2.5640261957423545),0.06691957790752678,0.9466457270576597
200078_s_at,0.12466196958683043,1.1327654791591144 (0.7604939913218416 - 1.6872685983281424),0.6132100906688686,0.5397374335137163
200079_s_at,0.09214634235740617,1.0965252784339516 (0.6337669240529459 - 1.8971764549583967),0.32943598010937397,0.7418261759522347
200080_s_at,0.0632689638817291,1.0653133315104415 (0.45026638673329433 - 2.520491264132726),0.1439933464073789,0.8855057236805292
200081_s_at,-0.7168203746226883,0.4883024089323446 (0.29382056395110295 - 0.8115131199898293),-2.765821109215672,0.0056779673106660145
200082_s_at,-0.6128775984495851,0.5417895709280033 (0.29939397980824434 - 0.9804336725619986),-2.025262097297479,0.042840458301939256
200083_at,0.3984862085825451,1.4895680946616745 (0.8306023510408355 - 2.671330156787536),1.337153831534511,0.18117242858515775
200084_at,0.008398362520391526,1.0084337277007778 (0.508328699831062 - 2.0005531529155367),0.02402902012126462,0.9808294606768889
200085_s_at,-0.08407642269083264,0.9193609933693657 (0.5480883674797815 - 1.5421320470923632),-0.3185871525984243,0.750039596932486
200086_s_at,-0.07233966238948289,0.9302148831354953 (0.5217650648425766 - 1.658408711338034),-0.2452154530774608,0.8062896117747071
200087_s_at,-0.07559097742220867,0.927195372851829 (0.45981386401752483 - 1.8696505841004325),-0.21124569721869046,0.8326955540005082
200088_x_at,-0.8263196239641427,0.43765706847200864 (0.23011153237421214 - 0.8323950894908653),-2.5192540052687384,0.011760378435957956
200089_s_at,-0.7578611495397771,0.46866776603803684 (0.24985342848147976 - 0.8791133115844573),-2.3614214788468653,0.018205026754041124
200090_at,0.008714028585179388,1.0087521062552094 (0.6372988202031448 - 1.5967090784036881),0.03719085811408106,0.9703328277393376
200091_s_at,-0.5309854145653868,0.5880252354541615 (0.335316652881264 - 1.0311855213864398),-1.8528082482474637,0.06390984758472627
200092_s_at,-0.9112896907530897,0.40200542687986085 (0.20337730629751852 - 0.7946233834194066),-2.62120331910344,0.008761998877946556
200093_s_at,-0.08043992675349775,0.9227103321240856 (0.5837822970657326 - 1.4584107145555927),-0.34439441118566616,0.730549691330453
200094_s_at,-0.3050369718836374,0.7370961220557916 (0.46649003821041135 - 1.164678018064396),-1.3068534883080078,0.19126247515067668
200095_x_at,-0.42083063767198664,0.6565012785791772 (0.3052815284899024 - 1.4117917022626219),-1.0772148365521448,0.281384298540272
200096_s_at,-0.04445372330175809,0.9565198636505198 (0.5679953349121709 - 1.6108059227273137),-0.16717122825322914,0.8672353223536278
200097_s_at,-0.5610723861226565,0.5705968355068691 (0.22737935541515839 - 1.431883506292797),-1.195224184436659,0.23199945198832073
200098_s_at,0.006558196857354269,1.0065797489188248 (0.45652636509574807 - 2.2193741005976375),0.016256944170440213,0.9870294065722927
200099_s_at,-0.5023795185966702,0.6050891244885107 (0.31276516051879655 - 1.1706318183487976),-1.4920612830749747,0.13568308047214764
200593_s_at,-0.26094717901128994,0.7703216076894204 (0.4298209637603626 - 1.3805640704022246),-0.8766071063353484,0.3807000779985307
200594_x_at,-0.9974765725169681,0.36880893051999575 (0.15055333032605903 - 0.9034674087694996),-2.1820340795143247,0.02910701764560437
200595_s_at,-0.1785812896186125,0.8364560589196502 (0.49531242061794606 - 1.4125604555413878),-0.6679823153771545,0.504144881143778
200596_s_at,-0.2615262842003708,0.7698756395928292 (0.5471071430333566 - 1.0833499580215333),-1.5006018765715587,0.13345856569075012
200597_at,-0.30269700123187376,0.7388229248949931 (0.4548834059548788 - 1.1999983011130946),-1.22320464354481,0.2212524121629435
200598_s_at,0.2613864680750124,1.2987294859430352 (0.7757140396733514 - 2.1743815264296606),0.9940822921685395,0.3201828055534993
200599_s_at,0.020387661339825728,1.0205969093136287 (0.638736002119001 - 1.6307489288923323),0.08526391945449678,0.9320515751465247
200600_at,0.11879798977610931,1.1261424030299536 (0.801113941339032 - 1.5830416204994948),0.6837167073469874,0.4941540713422792
200601_at,0.448451991813925,1.5658863035157207 (1.0385699795225054 - 2.360938563490409),2.1406094617195146,0.032305545138359856
200602_at,-0.07058707195885179,0.9318465982846261 (0.6174183193051046 - 1.4064015523736506),-0.33610524342996595,0.7367915045244589
200603_at,-0.22220864166482218,0.8007482774509117 (0.458760352562461 - 1.3976748432141421),-0.7818785206835813,0.43428596932725383
200604_s_at,-0.1684647642839344,0.8449610357015499 (0.5856782803955833 - 1.219029586297119),-0.9008648200868532,0.3676601980744826
200605_s_at,0.04509774854684455,1.046130112609427 (0.7130076308164381 - 1.5348899018865612),0.23056592844263024,0.8176520396040865
200606_at,-0.06256487257721786,0.9393521226437133 (0.723067486270706 - 1.2203320258060926),-0.4685922504384318,0.6393611176252665
200607_s_at,0.1784668833529049,1.1953832955312342 (0.8412085950471658 - 1.6986764420244598),0.995464096398874,0.3195105980149231
200608_s_at,0.18451960871391143,1.2026405632884094 (0.77791665059187 - 1.859253588885424),0.8301324916534563,0.4064638784563208
200609_s_at,-0.05804642685951508,0.9436061377502384 (0.556108903495397 - 1.6011118282829142),-0.21516793354450148,0.829636390707718
200610_s_at,-0.30860951663448155,0.734467511384464 (0.4034722559610405 - 1.3370002950868984),-1.009724762172925,0.3126271754186375
200611_s_at,0.542544336243003,1.7203785197625854 (0.9431561052812729 - 3.1380831176169366),1.7691304540218968,0.07687210674708067
200612_s_at,-0.49402064781631994,0.6101681843200176 (0.4222074233095979 - 0.8818064122083936),-2.6294486307680485,0.008552345175009942
200613_at,0.4417066489051241,1.5553594071194374 (0.903428822971295 - 2.677734895991682),1.5935680758434305,0.11103280953698175
200614_at,0.2511825255972028,1.2855447077336655 (0.7521200165721906 - 2.1972892080627293),0.9184145989369474,0.3584018505375205
200615_s_at,0.23441177855594264,1.2641649410594882 (0.766571607581667 - 2.0847537038914967),0.9184383798762988,0.35838940528245067
200616_s_at,-0.24727244498910944,0.7809279046515826 (0.5078456244167757 - 1.2008538873676),-1.1262818800651828,0.26004622501611085
200617_at,-0.002976998615338877,0.9970274282510244 (0.5570875971597091 - 1.7843938686717304),-0.01002448596908842,0.992001751373263
200618_at,0.16085889303691334,1.1745192242794678 (0.7698345329712974 - 1.791937551667971),0.7463277680178867,0.45546944128306055
200619_at,-0.3874555342632813,0.6787818161139049 (0.3537455694320263 - 1.3024749811754885),-1.1652193757833667,0.2439302045705949
200620_at,-0.4892486396762014,0.6130868703204042 (0.3526352573051857 - 1.0659045083344272),-1.7337870132136146,0.08295588076166514
200621_at,-0.09927836752424239,0.9054906137573716 (0.5796512783108813 - 1.41449399368522),-0.43623343377754314,0.6626673726949399
200622_x_at,0.04989401547877401,1.0511596838163035 (0.650006225107593 - 1.6998863060086777),0.20344729564255462,0.838785436113768
200623_s_at,-0.12309056458839929,0.884183583212416 (0.5523905791541248 - 1.4152678165139732),-0.512857737129752,0.6080508385579455
200624_s_at,0.1391766690896352,1.1493271326464987 (0.7154580569408321 - 1.846303700157596),0.5754769959016047,0.5649687441843014
200625_s_at,0.10094159897801255,1.1062120359634844 (0.5853019053657623 - 2.090724559910272),0.3107940721533368,0.7559571764158706
200626_s_at,0.1667951175167208,1.1815121693613158 (0.6642619293126968 - 2.101536976224538),0.5676806152172266,0.5702518565530548
200627_at,0.6592638084761905,1.9333684808638743 (0.8588346657254365 - 4.352308810963704),1.5923901828902478,0.11129706068557675
200628_s_at,0.21222762821378363,1.236429299241243 (0.9238350418139506 - 1.6547947878448896),1.427206711342479,0.15352032058336798
200629_at,0.14889416487536375,1.1605501557387732 (0.8630086181448444 - 1.5606757982099728),0.9851546312340795,0.32454812188227466
200630_x_at,-0.09009150689017358,0.9138475580969211 (0.5475430008755118 - 1.5252087198710738),-0.34472522132928984,0.7303009552201645
200631_s_at,0.2631641071263985,1.301040211403851 (0.6490736553314221 - 2.6078791178567684),0.741748722641209,0.4582395937072129
200632_s_at,0.21591886137597968,1.241001681746645 (1.000657499270077 - 1.5390732345696765),1.9659485705233488,0.04930455170159062
200633_at,0.4261352546385811,1.5313278803259653 (0.5735401936708338 - 4.088580195321824),0.8504649543007025,0.39506663679244136
200634_at,0.25972778149914416,1.296577086350653 (0.8053586428883955 - 2.0874080829632478),1.0690089339463733,0.2850656437767167
200635_s_at,-0.006962406357723278,0.9930617750406353 (0.7324337475403336 - 1.3464312538282528),-0.04482644528891367,0.9642456459830344
200636_s_at,0.11454145469349253,1.1213591256993038 (0.7748604208616017 - 1.6228036107340427),0.6073829282748427,0.5435968152618379
200637_s_at,0.08724870683548053,1.09116802692088 (0.7756769074668189 - 1.5349788700849507),0.5010852727133716,0.6163111111137412
200638_s_at,0.3222761928203141,1.3802659428605846 (0.8697056502174779 - 2.1905504150104376),1.3675723385011926,0.17144597984220622
200639_s_at,0.2986881589488051,1.3480891683753675 (0.8558439813611856 - 2.1234529253808345),1.2884585665229418,0.1975863829722571
200640_at,0.40042948923415733,1.492465557899597 (0.936466537888315 - 2.378572379680912),1.68392243732903,0.09219665947062973
200641_s_at,0.31401173331678334,1.3689057982585244 (0.9816917475481579 - 1.908850806972768),1.8510401062432826,0.06416378350271192
200642_at,-0.015771501480799064,0.9843522173839977 (0.5813913083428924 - 1.666604357451672),-0.05870478237109319,0.9531872501285055
200643_at,0.1882900659274694,1.207183627407871 (0.7311436013077569 - 1.9931683839878322),0.735970583891711,0.46174859981505756
200644_at,0.18981646292721888,1.2090276758918943 (0.787268630574348 - 1.8567333490807887),0.8672063136760522,0.3858289775311802
200645_at,-0.14596053548088628,0.8641918074257867 (0.49857005450121483 - 1.4979389020245064),-0.5200928339078695,0.6029988728120996
200646_s_at,0.48281610090177446,1.6206318448715913 (1.0486731450104614 - 2.504543564511416),2.1739559456106474,0.0297084438616537
200647_x_at,-0.040224738103301086,0.9605735374176783 (0.5830549713704173 - 1.582529205811223),-0.157915243013898,0.8745235865881201
200648_s_at,-0.1487962863190198,0.8617446461932292 (0.6845339601251381 - 1.084831255277591),-1.2667640939975557,0.2052396544184521
200649_at,0.33340956271409256,1.3957188158120317 (0.839436987334493 - 2.3206399553555794),1.2852631226666658,0.19870035219131232
200650_s_at,-0.18147920673940732,0.8340355874424924 (0.45231157990778714 - 1.53791189971824),-0.5812876655777233,0.561046592203816
200651_at,-0.4292841103596525,0.6509749541772633 (0.38673592303093285 - 1.0957564729051434),-1.6157757096373924,0.1061428151135868
200652_at,-0.22995656571809941,0.7945681132492739 (0.43518513990698143 - 1.4507353967266812),-0.7486482570260594,0.4540692381421111
200653_s_at,0.2721005195643236,1.3127189486161486 (0.7120363194266622 - 2.4201448592446058),0.8718060914049853,0.38331417094450615
200654_at,0.06740393422239166,1.0697274904584826 (0.6179881895128576 - 1.851680862614276),0.24077223126916342,0.8097316527955956
200655_s_at,-0.0074860738080612735,0.9925418770515797 (0.6183802523737182 - 1.5930964385093336),-0.031009088049316822,0.9752622919440875
200656_s_at,0.1408107827422686,1.1512067991813948 (0.6973591062556214 - 1.9004227271045109),0.5505745480653553,0.5819253603991621
200657_at,0.22827761257753643,1.256434078924081 (0.7586003005074089 - 2.0809728042895577),0.8867484368529288,0.37521435416457294
200658_s_at,0.1588137646609465,1.1721196362549213 (0.841995308661246 - 1.6316770741618305),0.9409744233151595,0.34671796637701946
200659_s_at,-0.06580750455995235,0.9363110825593237 (0.6611283521462451 - 1.3260336521303608),-0.37063339758706776,0.7109106033145847
200660_at,0.3036067527837229,1.3547362050840122 (0.9706718099601023 - 1.8907628371744591),1.7849592132372019,0.07426793287587746
200661_at,0.47883457785163486,1.6141920903481766 (0.9179232623684443 - 2.8385990543692636),1.6626011101075384,0.09639230876225258
200662_s_at,-0.47869915513283223,0.6195888567841679 (0.3576706193368982 - 1.0733069217785454),-1.7076057880965574,0.08770951367556427
200663_at,-0.21456139321015794,0.8068952723201954 (0.4093518258894306 - 1.5905144164876512),-0.6196889147530446,0.5354626152343966
200664_s_at,0.24588970188898981,1.278758521113656 (0.7551203092611177 - 2.16551367413339),0.9148905335433987,0.360249100203049
200665_s_at,0.0837375738303291,1.087343508972063 (0.7529954813065832 - 1.5701500684335412),0.4466728608064158,0.6551112797572023
200666_s_at,0.13814853808697228,1.14814608103115 (0.581531225802685 - 2.2668420282464243),0.39804554034885026,0.6905966169727771
200667_at,-0.43429313101159717,0.6477223601439405 (0.3113101024591548 - 1.347673116022576),-1.1617724942221501,0.24532788965100105
200668_s_at,0.1528776344318371,1.1651823920136384 (0.5741003891322858 - 2.364830319503216),0.42331525069906834,0.6720652688000146
200669_s_at,0.002752675274048076,1.0027564673632954 (0.5637598980581527 - 1.7835971240636106),0.00936852994675616,0.9925251039426894
200670_at,-0.045555786416503256,0.9554662990442486 (0.7460075720029541 - 1.2237353652567196),-0.3608112438725921,0.7182405568345522
200671_s_at,-0.0194382341339483,0.9807494701583183 (0.8137932834635325 - 1.1819580509709688),-0.20415896011276793,0.838229280953638
200672_x_at,-0.14029166043773814,0.8691047149680552 (0.5859668300097104 - 1.289054203916606),-0.6975299305149322,0.48547121506530255
200673_at,0.05184820506536417,1.053215857546554 (0.4722180534987937 - 2.349049627325095),0.12668330725144156,0.8991910582634406
200674_s_at,-0.618960709443325,0.5385038087929352 (0.24900664626455565 - 1.1645727390601608),-1.5728213859274638,0.11576018226024416
200675_at,0.8377459020906993,2.311151539083446 (1.2318753164830478 - 4.336008169931771),2.609552252483305,0.009066079907007899
200676_s_at,-0.43669295345465986,0.6461698051604563 (0.38319442674586324 - 1.08961766653776),-1.6380286881923332,0.10141570942639294
200677_at,0.354212536682927,1.4250580314028936 (0.735170060530023 - 2.7623409900585263),1.0489190379550875,0.2942153825424859
200678_x_at,0.46836158343144346,1.597374882568523 (1.0016646383187247 - 2.5473660722850577),1.966949050498596,0.04918908485528038
200679_x_at,-0.3187093150913288,0.7270868717716414 (0.4491444101798741 - 1.177027492985952),-1.296775652580004,0.19470839035009543
200680_x_at,-0.5497937373188749,0.5770688258690553 (0.2829910422752829 - 1.1767454796889016),-1.5122889954191205,0.13046035933679515
200681_at,0.23668553700980216,1.2670426171116274 (0.769448511361664 - 2.086425498096125),0.930084259444809,0.352327459937549
200682_s_at,0.5122789411458766,1.6690906232622913 (0.937953647463158 - 2.9701505145770333),1.7421301138243508,0.08148567929098724
200683_s_at,0.39507997372858666,1.4845029074063538 (0.7565783496123581 - 2.912783432445608),1.1488264451107375,0.2506275525051847
200684_s_at,0.2426957902406946,1.2746807947929424 (0.7046353356708236 - 2.305889367678563),0.8024604530936669,0.42228665572311863
200685_at,-0.1095088620260986,0.8962742215213716 (0.7057658730558743 - 1.138206749336751),-0.8981873854001395,0.36908565742818034
200686_s_at,-0.40298066920679354,0.6683250184514178 (0.4137332349950133 - 1.0795804941642444),-1.6470072397740856,0.09955655775163737
200687_s_at,0.2728533024900238,1.3137075130674465 (0.9072703105395983 - 1.9022196690900428),1.4447019491487603,0.14854162219030684
200688_at,0.11298816601055123,1.1196186833145032 (0.6762691507837202 - 1.853619959707141),0.4392576167034469,0.6604748808741202
200689_x_at,-0.6939486784924878,0.49959941159056453 (0.27525660381656014 - 0.906788678639585),-2.2816774915742863,0.02250838790881776
200690_at,0.09531297637775189,1.1000030762350712 (0.704853985964834 - 1.7166772009812947),0.4197245756511227,0.6746866697994438
200691_s_at,-0.11977945205029364,0.887116066773139 (0.5122515996255842 - 1.5363054337014497),-0.42749553419242414,0.6690184371644894
200692_s_at,0.050462040077507375,1.051756937985379 (0.6066307143249839 - 1.8235025534954556),0.17972797360441298,0.8573661312730687
200693_at,0.6230897060249144,1.8646804650893052 (1.0514955955207481 - 3.306750167758604),2.1317580107175593,0.03302674513147159
200694_s_at,-0.06161137852342463,0.9402482164492393 (0.43399980992089837 - 2.0370209579057352),-0.15619727526465307,0.8758775244000228
200695_at,0.22385361186452668,1.250887890878734 (0.6519683985162278 - 2.3999944155393),0.6733216689227868,0.5007426700796167
200696_s_at,-0.4064282404298968,0.6660248875608893 (0.4108681390424256 - 1.0796387178726723),-1.6490569393289465,0.0991359702419383
200697_at,-0.24195684297110404,0.7850900589750746 (0.42097266634968605 - 1.4641482689270229),-0.7609169885467464,0.4467066507588464
200698_at,0.45262274063537905,1.5724308603350032 (1.0063764554019337 - 2.4568726715157285),1.9878799169254564,0.04682497237222721
200699_at,-0.030000944342270193,0.9704446171162027 (0.6074816695381698 - 1.5502735343533514),-0.12552671156619946,0.9001065795095619
200700_s_at,0.3217827809120089,1.379585071196656 (0.9255489897864511 - 2.0563524888161933),1.5800603476169932,0.11409304695070885
200701_at,-0.3835786143065962,0.6814185066996417 (0.4280776300095119 - 1.084689198224285),-1.6172195705821502,0.10583089332043792
200702_s_at,-0.20700036323519974,0.8130193546702696 (0.5347205251493502 - 1.236160648375786),-0.9682646961417289,0.33291219149420004
200703_at,-0.13394965066793557,0.8746341007375027 (0.40803854218629115 - 1.874785666261017),-0.34433544460546606,0.7305940312722516
200704_at,0.09638042810045126,1.1011779033378253 (0.6588919169305436 - 1.840351571542064),0.36781721793880384,0.7130095296178406
200705_s_at,-0.29120853764362675,0.747359809112855 (0.4537075322281736 - 1.2310720995398967),-1.1435887818568207,0.2527942161951926
200706_s_at,0.02700700851608635,1.0273750031124935 (0.6187488240029001 - 1.705860853507576),0.10439092805458682,0.9168591217122668
200707_at,0.004305928366764915,1.004315212196701 (0.6749107933165011 - 1.494492391347335),0.0212323890802908,0.9830602773517699
200708_at,0.667882395211873,1.9501033968817876 (1.3348565729853676 - 2.8489227498238296),3.4533595336506386,0.0005536505579122189
200709_at,0.7044915621305385,2.0228179461727795 (1.1919357720742438 - 3.432896754359504),2.610596467049367,0.009038447614697192
200710_at,-0.2956903819263084,0.7440177537055368 (0.46468358391033066 - 1.1912674279792355),-1.231213975394857,0.21824284581345654
200711_s_at,-0.20438082371269317,0.8151518829039384 (0.5275105244606481 - 1.2596385501146625),-0.920436267684374,0.35734482344269336
200712_s_at,0.3885221405813313,1.4747996360245357 (0.8384230852090746 - 2.594196181842634),1.3483545616351569,0.17754437104437
200713_s_at,0.12417709750292058,1.1322163659362479 (0.5710095704011844 - 2.244995470729547),0.3555489410008988,0.7221783871548189
200714_x_at,-0.11953479693612043,0.8873331308075707 (0.49779699220912926 - 1.5816891169522935),-0.40531573290738454,0.6852454433190407
200715_x_at,-0.342081637562573,0.7102902159802281 (0.5081895701249582 - 0.9927637648942403),-2.00247746195426,0.045233404718303255
200716_x_at,-0.8246681665653005,0.43838043761815215 (0.21713905591437663 - 0.8850430304996028),-2.3006502786952496,0.021411406644338184
200717_x_at,-0.6692634931245925,0.5120855934925747 (0.22319089608481268 - 1.174920929404729),-1.5795167506506707,0.11421757747206616
200718_s_at,-0.12833514490124004,0.8795585501787566 (0.5067238427614862 - 1.5267156938512148),-0.4561255819722535,0.6482996752117975
200719_at,-0.15921305329324686,0.8528146446438306 (0.5647326904438253 - 1.2878532275994172),-0.7570587877636026,0.4490146431079257
200720_s_at,0.0031571511968181845,1.0031621402476723 (0.5117830338802206 - 1.9663298956913378),0.009194346897305234,0.9926640759224179
200721_s_at,0.2700956684791181,1.3100897790348363 (0.6631291734066974 - 2.5882366482448766),0.7774892678735811,0.4368701638298206
200722_s_at,0.1787003006140853,1.195662351193075 (0.7573153395884445 - 1.887732075831791),0.7669469596963807,0.4431130517411984
200723_s_at,-0.011201995503416854,0.9888605132229987 (0.5305468834609398 - 1.8430889806247326),-0.035261681033146974,0.9718710784217037
200724_at,0.21741842851824192,1.2428640431110476 (0.8669667163492395 - 1.7817420213812283),1.1831318461564513,0.23675689835452582
