gene,beta,HR (95% CI for HR),wald.test,p.value,Gene Symbol
204212_at,0.8944847979371132,2.446075241761274 (1.2056285213161502 - 4.962792421189319),2.4780186581805457,0.013211423634163144,ACOT8
206841_at,-0.30753342875808454,0.7352582883655258 (0.5764430371049789 - 0.9378285724904166),-2.476951007882902,0.013251008975111948,PDE6H
215665_at,0.17285200278203075,1.1886901692272716 (1.036659215316671 - 1.3630171782015477),2.4756067737407146,0.013300998334975257,HSD3B2
204014_at,-0.14954018671857625,0.8611038323869852 (0.7649183805858681 - 0.9693842231685186),-2.4744903893563657,0.013342641060125067,DUSP4
202947_s_at,-0.40976612136555335,0.6638054819025606 (0.47976654512085315 - 0.9184419428263682),-2.4735223960880313,0.01337884182199408,GYPC
206309_at,0.48196408795369866,1.6192516336181204 (1.1051221790020254 - 2.372566493365207),2.4728062887027873,0.013405678457742104,LECT1
212124_at,0.493011864497584,1.637239946303324 (1.1075095456594828 - 2.4203445038255955),2.4719631278925513,0.013437337488033954,ZMIZ1
208271_at,0.2649786660973057,1.3034031688053795 (1.0563900368318166 - 1.6081747850887513),2.471662317939323,0.013448648290943816,PAPOLB
203939_at,0.3882347206719217,1.474375810157666 (1.0834538743832038 - 2.006346629952827),2.469891639654978,0.01351539852731423,NT5E
211184_s_at,-0.2987155019314946,0.7417704116681174 (0.5851212927910919 - 0.9403577521536832),-2.4680470111646287,0.013585247667827084,USH1C
205461_at,0.372702384458272,1.4516522412681547 (1.0797396672853068 - 1.951668808164693),2.467995388226166,0.013587207013239906,RAB35
206059_at,0.31373417052407276,1.3685258936683307 (1.0666374078660732 - 1.7558573399254522),2.467298274390959,0.013613690384263195,ZNF91
219988_s_at,-0.6867529339269619,0.503207366735336 (0.29160405093960695 - 0.8683612354519515),-2.4670043336349883,0.013624870861169999,RNF220
204059_s_at,0.2516121182840755,1.286097086979303 (1.053065898352694 - 1.5706953569800945),2.4669091279135626,0.013628493892040273,ME1
63009_at,-0.7404010922879911,0.47692258718175135 (0.26474698523009427 - 0.859141621448311),-2.4655280285981886,0.013681147095426857,SHQ1
205321_at,-0.38467084649870076,0.6806746457787011 (0.5010192548134248 - 0.9247508333357282),-2.4603225838926672,0.013881218484947637,EIF2S3
217402_at,-0.24973104329142015,0.7790102749375177 (0.638410471550258 - 0.9505749600011896),-2.459088612714823,0.01392902328242531,TBCAP2 /// TBCAP2
211628_x_at,0.6811358243125649,1.976120984277685 (1.1482013752142088 - 3.401018522359877),2.4588422822318794,0.013938583659651784,FTH1P5
205186_at,-0.14614403132691753,0.8640332463670425 (0.7690210761632121 - 0.9707841227866773),-2.4588374789150795,0.013938770139620402,DNALI1
217553_at,-0.2462688198931173,0.7817120569264819 (0.6423576144439708 - 0.9512983518895172),-2.4583624027013213,0.013957224987644552,STEAP1B
209529_at,0.37632140540991593,1.456915318993738 (1.0792615822207723 - 1.9667171348312007),2.458224856367171,0.013962572148307439,PPAP2C
216125_s_at,0.6069168855964836,1.83476587644198 (1.1305295156566788 - 2.977689458554757),2.4565461843512146,0.014027976953801093,RANBP9
201695_s_at,0.4600087750316022,1.5840878853547482 (1.097156174752486 - 2.2871260138455436),2.4547562152774955,0.01409801590498299,PNP
201626_at,0.5070876120098435,1.660448276521478 (1.1074890157522963 - 2.4894951008884805),2.454055148528256,0.014125531645602759,INSIG1
205309_at,-0.18447276607852323,0.83154258575652 (0.7176193127353061 - 0.9635513700028939),-2.4538611748307324,0.014133153166142437,SMPDL3B
204947_at,0.35762381307869656,1.4299275992267235 (1.0745762012113032 - 1.9027900829419502),2.453398752753165,0.01415133706918107,E2F1
217969_at,-0.628190086473283,0.5335566189669183 (0.32297759610258325 - 0.8814316196501416),-2.4527360980380974,0.014177430743068624,VPS51
211345_x_at,-0.796840028572739,0.4507510765392172 (0.23844487541631 - 0.852090164011827),-2.45262865843024,0.014181665441546256,EEF1G /// MIR3654
218863_s_at,0.24360704935077135,1.2758428886835433 (1.0501161840286286 - 1.550090457952595),2.4522123352747194,0.014198085231498127,TNS1
216589_at,-0.3246443542426185,0.722784363129445 (0.5575625107272789 - 0.9369662155064942),-2.451646417379524,0.01422043193659377,RP5-1118D24.2
211273_s_at,0.1844552030142484,1.2025631088757671 (1.0376439308811858 - 1.393693913480366),2.4509789855949315,0.01424682705145183,TBX1
202917_s_at,0.13096502780348673,1.1399279148318366 (1.026572242098047 - 1.2658004938426448),2.450711127409643,0.014257432263658927,S100A8
222152_at,0.3604787456112086,1.4340157790108519 (1.0748098711709921 - 1.9132697880897542),2.4503631107435315,0.014271221564035161,PDCD6
202105_at,-0.5481683286808694,0.578007561230955 (0.3727316652065887 - 0.8963358148146156),-2.4488743064900436,0.014330344667092767,IGBP1
216520_s_at,-1.1053667071980853,0.3310894470943109 (0.13665050222818287 - 0.8021940658086241),-2.4481039577674437,0.014361021340889481,LOC101928826 /// TPT1
202188_at,0.3800530263408689,1.4623621310911683 (1.0782470778029665 - 1.9833144429261163),2.444536273433139,0.014503849504601008,NUP93
203858_s_at,0.8641061879600578,2.3728842253560773 (1.1860046110587579 - 4.747519102743823),2.442073446725892,0.01460317533091402,COX10
200809_x_at,-0.782629013982706,0.4572024382901179 (0.2438309872420654 - 0.8572908305986089),-2.4400260089868877,0.014686204504373992,RPL12
203339_at,-0.5114665579841778,0.5996155626817642 (0.3975415487663753 - 0.9044056504933027),-2.439129468889629,0.014722692454024543,SLC25A12
207564_x_at,-0.6111077527201914,0.5427493039254951 (0.33210967668575236 - 0.8869865215952225),-2.4385025325236214,0.014748255352746193,OGT
217305_s_at,0.3001928700694211,1.35011918004615 (1.0604984843005136 - 1.7188348944513485),2.4367692839176716,0.014819131049232645,ADCY10
217896_s_at,0.8953574863235189,2.4482108349351774 (1.1913433106643045 - 5.031073947065546),2.4363833683482916,0.014834952634989965,FAM192A
204537_s_at,0.2208353270732858,1.247118047075209 (1.04396928945342 - 1.4897980611622945),2.4342885104023373,0.014921096608234515,GABRE /// MIR224 /// MIR452
214697_s_at,0.49494384944823916,1.6404061267618606 (1.1009486425722275 - 2.4441941764248205),2.4326507316725707,0.01498875139898691,PTBP3
221771_s_at,-0.44539001044957577,0.6405743965992867 (0.44738686231416097 - 0.917182850332331),-2.432006815117844,0.015015424783823552,MPHOSPH8
219907_at,-0.46190856066819697,0.630079951397634 (0.4342317787861112 - 0.9142599978819025),-2.431913234735869,0.015019304704211882,FRS3
218472_s_at,0.7210466611189937,2.0565846317150243 (1.1498561000358205 - 3.67832144150443),2.4306871822129392,0.015070219499734694,PELO
214045_at,-0.2336217287517293,0.7916612219422958 (0.6557235020892369 - 0.955780124290677),-2.430487945012424,0.015078507649707818,LIAS
216056_at,0.21799703147048904,1.2435833759996318 (1.0430382177570352 - 1.4826873902935762),2.4295930861569675,0.015115782780137456,CD44
211814_s_at,0.32985169601668246,1.3907618576454315 (1.0654451323185816 - 1.8154088709121954),2.4262546844922697,0.015255560179384462,CCNE2
217187_at,0.37190724198492003,1.4504984296976704 (1.0736653294844172 - 1.9595917245141365),2.423054387300867,0.015390622306980519,MUC5AC
214323_s_at,-0.5074610070405295,0.6020221700411589 (0.39927578941144637 - 0.907720184475267),-2.422074600848924,0.015432182138813975,UPF3A
220298_s_at,-0.2664840610280745,0.7660682139686399 (0.6174487980622759 - 0.9504602005783013),-2.4216946336398646,0.015448325858240785,SPATA6
212013_at,0.34614163511506213,1.4136028174372526 (1.0682120575612577 - 1.8706706325976343),2.421603291705431,0.015452208930989478,PXDN
215989_at,0.26713274145962346,1.3062138235527458 (1.0522289209319595 - 1.621505091619328),2.421448522794989,0.01545879033367374,CBX2
212251_at,0.5550619313740535,1.7420488689134546 (1.1113390156646665 - 2.7307007302966335),2.4202676192457866,0.015509088427177456,MTDH
207956_x_at,-0.5858256401940624,0.5566460826525099 (0.3463430596010365 - 0.8946472370178761),-2.4198050815854657,0.01552882846013008,PDS5B
202447_at,-0.5398688233350117,0.5828247003602501 (0.3763832281746651 - 0.9024967265342139),-2.4197923980242084,0.015529370076378436,DECR1
218915_at,-0.8413244204950481,0.43113913562630274 (0.21798429645202214 - 0.8527263536596429),-2.4178103005549034,0.015614214591594216,NF2
219603_s_at,-0.4893470168732337,0.6130265595192171 (0.41207563468532854 - 0.9119722959668312),-2.4146507265154016,0.015750304833948896,ZNF226
208785_s_at,0.6258697004928528,1.8698714786180006 (1.1250677394689539 - 3.1077411820548884),2.414602749196605,0.015752379345814225,MAP1LC3B
212145_at,-0.6481622953079001,0.5230060247903727 (0.3090370693351611 - 0.8851213304458622),-2.414556351325273,0.015754385791873222,MRPS27
205440_s_at,-0.10943449832887975,0.8963408742644473 (0.8201366900369504 - 0.9796256802521005),-2.414049036430449,0.01577633896861716,NPY1R
210336_x_at,-0.33973831475014366,0.7119566069302086 (0.5402893707404447 - 0.9381680218082284),-2.4133587096095748,0.01580625488588251,MZF1
220149_at,0.28220299527090165,1.3260478741147947 (1.0544341862457445 - 1.667627043376756),2.413223699137326,0.015812111512528197,C2orf54
207023_x_at,0.6058747553643625,1.832854807417636 (1.1203285785075452 - 2.9985459708161106),2.4123638216134213,0.01584945699286559,KRT10
209428_s_at,0.8154491761033746,2.2601906680138795 (1.1644821016191866 - 4.386895984638857),2.4100071216495094,0.015952209131912705,ZFPL1
210878_s_at,-0.5952886161861995,0.5514033989537973 (0.3396951152502647 - 0.8950546967794928),-2.4085476697921475,0.016016134513665358,KDM3B
222112_at,0.20612889303101567,1.2289115919274762 (1.0390922609997955 - 1.4534067449608512),2.4079262533268255,0.016043421436948535,EPS15L1
205442_at,0.312233787634451,1.366474120441092 (1.0597712399362753 - 1.7619382858016932),2.4076058661237703,0.016057505871323673,LOC101928198 /// MFAP3L
219650_at,0.3440545112046472,1.4106555299441346 (1.066021509026578 - 1.8667062599694257),2.4072969559570017,0.01607109605889686,ERCC6L
216468_s_at,0.19700142460779413,1.2177457755147958 (1.0372130299324054 - 1.429701258073061),2.4062436859781013,0.01611750963706835,ZNF682
209472_at,-0.6895048152008197,0.5018245034164701 (0.28614719219239165 - 0.880063963933184),-2.405729831777171,0.016140195957700894,CCBL2
218011_at,-0.5878897928965847,0.5554982651794684 (0.34399334087419986 - 0.8970473725834354),-2.404296717484093,0.016203615358043842,UBL5
212716_s_at,-0.8065213771109735,0.4464082543712482 (0.23128898794175118 - 0.8616075125071353),-2.403945746100632,0.01621918018855678,EIF3K
204314_s_at,0.6933865283766218,2.0004787529253014 (1.136332320882178 - 3.521782463952737),2.402862380651501,0.016267308036388248,CREB1
205028_at,0.22551302328000877,1.2529653517287553 (1.042308435834639 - 1.5061973199666494),2.401179494042372,0.01634231813376333,TRO
204178_s_at,0.8603406307625281,2.363965796048396 (1.1710688842357266 - 4.771994508703759),2.4005975255986756,0.016368328420983992,RBM14
217533_x_at,0.2896553358890905,1.3359669488037464 (1.0545613863383039 - 1.692464479942019),2.4001735894445813,0.016387298560425725,PWWP2A
208689_s_at,0.7402604095029583,2.096481387092048 (1.1449006247095388 - 3.8389656810070023),2.3983826253420037,0.016467653287651342,RPN2
218951_s_at,0.4352136770893041,1.545293217433253 (1.082681891346803 - 2.2055703960050037),2.397608520569122,0.016502491840425442,PLCXD1
200725_x_at,-0.9085179309301991,0.4031212350324103 (0.1917584627328993 - 0.847455323838363),-2.3965821905675884,0.016548781583132898,RPL10 /// SNORA70
214123_s_at,-0.21220422194347538,0.808799506092196 (0.6798935642982376 - 0.9621456583872474),-2.3956059405434718,0.016592918395243947,NOP14-AS1
210801_at,-0.20422100236733265,0.815282171985748 (0.6898155650393507 - 0.9635691823217728),-2.3952233933783647,0.016610241738550056,DIMT1
218916_at,-0.5726958026430548,0.5640029468180355 (0.35286355643559925 - 0.9014796745593755),-2.393423785076512,0.01669194883607961,ZNF747 /// ZNF768
206103_at,-0.23874538517830937,0.7876153953982706 (0.6477325095794586 - 0.9577070810775418),-2.3931232395266546,0.01670562875431887,RAC3
205672_at,-0.5319911969096294,0.5874341073772962 (0.3798448049842651 - 0.9084732132231095),-2.391468870641465,0.016781106952988647,XPA
201042_at,0.524824245935991,1.690161769473626 (1.0992294420726845 - 2.598772101303786),2.3909837022761575,0.016803298758347678,TGM2
215748_at,-0.26007415455126676,0.7709944109391319 (0.6228995227039933 - 0.9542989840784609),-2.3898067426885783,0.01685724046899869,KLHL35
222111_at,0.43286891010069545,1.5416741095497752 (1.0808763247226605 - 2.198918604925443),2.389228815336218,0.016883783288989044,FAM63B
207604_s_at,-0.3551861464229842,0.7010429344274759 (0.5238250965441918 - 0.938216208335533),-2.388898716864267,0.016898960375730476,SLC4A7
205656_at,0.47655262471759346,1.6105127792530134 (1.0891896406577648 - 2.38135887022474),2.388088555347817,0.016936260306924324,PCDH17
207945_s_at,0.5979147787215121,1.8183232381648655 (1.1131449457058862 - 2.970232592983402),2.388079420269492,0.01693668129862664,CSNK1D
204520_x_at,-0.7085877876960703,0.4923389939303646 (0.2752044835154298 - 0.8807911915096877),-2.3876887430869522,0.016954694323176926,BRD1
204813_at,0.46505340451880445,1.592099211909075 (1.0867338332543228 - 2.3324753706902364),2.3868645237387733,0.01699275191595839,MAPK10
203293_s_at,0.4044913992689014,1.498540147592044 (1.07501335999521 - 2.088925270617279),2.3867792889116863,0.01699669183179359,LMAN1
204603_at,0.3173184422016499,1.3734398635096858 (1.0583500158865473 - 1.78233762967101),2.3864743365613945,0.01701079459048006,EXO1
215942_s_at,0.268986515541303,1.3086374946592447 (1.0491185090155501 - 1.6323533306404008),2.3851470348650996,0.01707229636561529,GTSE1
207833_s_at,0.24317249757318254,1.2752885893329486 (1.0440819257660445 - 1.5576947995623605),2.382635226286538,0.017189217511301043,HLCS
209916_at,0.38127665647115344,1.4641526166788115 (1.0699699491394206 - 2.0035542929515247),2.3825851198953134,0.017191557021518488,DHTKD1
212349_at,-0.48105508195414975,0.6181308689090176 (0.41611574187513783 - 0.9182199389439778),-2.3825197828598244,0.017194608083104433,POFUT1
201424_s_at,-0.5838476261327211,0.5577482260994566 (0.34501451419961 - 0.9016521650944569),-2.3824066048905683,0.017199894310024225,CUL4A
200738_s_at,0.5467542491561094,1.7276364303746208 (1.1015432529753275 - 2.70958732441568),2.3811520030426534,0.01725858881884677,PGK1
203436_at,-0.8146824294738187,0.4427799188881308 (0.2264142771059618 - 0.8659085419724942),-2.3806961085529674,0.017279960578507707,RPP30
206954_at,-0.3136213194807051,0.7307957138688008 (0.5643083721100801 - 0.9464016516572789),-2.3775930233399962,0.017426046975930858,WT1-AS
220324_at,-0.19966208901417898,0.8190074579420502 (0.6946921718972194 - 0.965568986235735),-2.377111759107175,0.01744880056640719,LINC00472
220607_x_at,0.5218774071648404,1.685188466601641 (1.0958200891736711 - 2.5915386987554254),2.3766770505802652,0.01746937544676255,NELFCD
212266_s_at,-0.517577625938739,0.5959624448261804 (0.3888440397658685 - 0.9134028024630505),-2.3757263029311138,0.017514448757524496,SRSF5
218677_at,-0.22251731339302724,0.8005011472392706 (0.6662409113665085 - 0.9618173783670183),-2.3755864803449542,0.017521086098201653,S100A14
221435_x_at,-0.8044980474087448,0.44731239983537 (0.23031997656713907 - 0.8687408970283195),-2.375439058920583,0.01752808654174182,HYI
221851_at,0.33806484948559196,1.4022314344440776 (1.06071055265185 - 1.8537130519040528),2.37382159053686,0.017605054718168874,DCAF15
62212_at,-0.8201196702270483,0.44037895110348224 (0.22373959884299055 - 0.8667827312549008),-2.373770237859146,0.017607503209882983,C1orf50 /// LOC100129924
210301_at,0.5509760841877575,1.7349456446702614 (1.100597825070803 - 2.734910356348077),2.3727526197049644,0.017656084766974913,XDH
208250_s_at,0.406021972382307,1.5008355290277553 (1.073099526003462 - 2.0990665176985224),2.372154423280965,0.01768469773460746,DMBT1
221025_x_at,0.5047972359876113,1.6566495774879757 (1.091652902315319 - 2.514066345420072),2.372031376603713,0.017690588347569633,PUS7L
201165_s_at,-0.74170722039946,0.47630007181454864 (0.2580453226842154 - 0.8791547006188821),-2.3718209052973003,0.017700668225768112,PUM1
218039_at,0.4106323431424178,1.5077709123261118 (1.0738817227941828 - 2.1169678892955925),2.371647914220005,0.017708956871670692,NUSAP1
208972_s_at,-0.484671968705522,0.6158991978422724 (0.4125624547946837 - 0.9194530852099311),-2.3707256612041756,0.017753202874092166,ATP5G1
209736_at,0.444252793720181,1.559324623274542 (1.0799038589969499 - 2.2515831020446053),2.3700735929023704,0.017784544930380078,SOX13
203188_at,-0.7700870933993473,0.4629727446851529 (0.24485629732733674 - 0.8753859494769614),-2.3694675261810376,0.0178137193576399,B3GNT1
210519_s_at,0.28009024292037293,1.323249220823539 (1.0495741910670353 - 1.668284638963906),2.3692416905369695,0.017824601199580983,NQO1
200931_s_at,0.6137088283230245,1.8472699164852144 (1.1117300225849167 - 3.069455780655274),2.368781921448152,0.017846773074765662,VCL
204916_at,0.3162863099308239,1.3720230232135944 (1.056102428434028 - 1.7824475406419),2.368769939230647,0.017847351227395013,RAMP1
210594_x_at,0.5436926883640391,1.7223552548614827 (1.0983413525012709 - 2.700897691954588),2.3686112521903477,0.01785500956582942,MPZL1
211023_at,-0.6606863369286441,0.5164967220399493 (0.29895308922604874 - 0.8923435598830677),-2.3682578769384093,0.01787207402785749,PDHB
211198_s_at,-0.25973414658276983,0.771256599753135 (0.6220759797808482 - 0.9562123631141055),-2.368218246012101,0.01787398869285367,ICOSLG
218253_s_at,-0.4212106539339548,0.6562518448147594 (0.4630990106016972 - 0.9299663224570852),-2.3681836935960017,0.017875658149495256,EIF2D
210525_x_at,-0.23741039007266343,0.7886675602574623 (0.6479728459277263 - 0.9599113983116421),-2.368066435656334,0.017881324677639112,EFCAB11
217727_x_at,0.6372492294006692,1.8912712639732931 (1.1157874044674208 - 3.2057244772703277),2.3668975846914897,0.01793789586730713,VPS35
215734_at,-0.21618458355586975,0.8055865901116652 (0.6735445001098456 - 0.9635142949900153),-2.366897424697637,0.017937903621565443,IZUMO4
208777_s_at,0.5311136484918018,1.7008253759318457 (1.0955394619902277 - 2.6405319568849164),2.3665431165133333,0.017955082718724327,PSMD11
203739_at,0.4711259224260501,1.6017966770991485 (1.0839773708095863 - 2.366979850187831),2.3647019194115337,0.01804458781682519,ZNF217
205278_at,-0.20035604976626717,0.8184392960743907 (0.6932025374894503 - 0.9663018311858651),-2.3645093300295783,0.018053972596017438,GAD1
204580_at,0.15883881399896627,1.1721489974436272 (1.0275470783244438 - 1.3371000718025365),2.3644851748857567,0.018055149965115282,MMP12
220486_x_at,-0.4501159498773466,0.63755422300189 (0.4390001293832116 - 0.9259117710025173),-2.364292077952765,0.018064564306185353,LOC101928589 /// TMEM164
219874_at,0.5537864894950224,1.7398284031692364 (1.0992638481127701 - 2.753663624680472),2.363958600254188,0.018080832962829824,SLC12A8
207609_s_at,-0.3540852370790057,0.7018151441329641 (0.5231784567096323 - 0.9414464418739222),-2.3625545898878997,0.018149468204159296,CYP1A2
220694_at,0.32451994786640603,1.3833663985656397 (1.0566645444160645 - 1.8110786462869553),2.3609544796693944,0.018227967895033868,ASAP1-IT1
216380_x_at,-0.5385453882672769,0.5835965416352986 (0.3730679978063101 - 0.912929882518377),-2.3589931404525903,0.018324594486804686,GS1-111G14.1
219039_at,-0.3332881133836454,0.7165637128162116 (0.5432399192215639 - 0.9451874509898354),-2.3589552629424517,0.018326464950829003,SEMA4C
217766_s_at,-0.7140199903469656,0.48967175977951843 (0.27055188895375054 - 0.886256729726841),-2.3588757290597004,0.018330393030287048,TMEM50A
207102_at,0.20746315303633445,1.2305523738861133 (1.0356545128908519 - 1.4621276941573442),2.3581823192748086,0.0183646709122164,AKR1D1
212313_at,-0.8589176407980518,0.4236203436484073 (0.2074096114101521 - 0.8652163915293413),-2.357300983704655,0.01840831965141879,CHMP7
213301_x_at,0.628750425272195,1.8752658298107636 (1.1117268920392172 - 3.163206681098976),2.3570077769870905,0.018422861028220282,TRIM24
203938_s_at,0.2528351537135571,1.2876709915567728 (1.0433956038007166 - 1.5891351050904856),2.3557717733958263,0.018484270316240514,TAF1C
202387_at,-0.3951315313885266,0.67359143500513 (0.4848463604446478 - 0.9358127817978528),-2.355423192169627,0.018501621490707512,BAG1
201991_s_at,0.6468342789086536,1.9094863494633496 (1.1137953248737056 - 3.2736159304675745),2.3518157740357917,0.01868202505592057,KIF5B
211876_x_at,0.19000634408957692,1.2092572692693546 (1.032093155534703 - 1.4168325169477478),2.3507869594688358,0.018733756319025994,PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA3 /// PCDHGA5 /// PCDHGA6 /// PCDHGC3
217689_at,0.23931024237823995,1.2703725988695895 (1.0405686401624188 - 1.5509275195020054),2.3505693984706157,0.0187447118448292,PTPN1
218826_at,-0.47767965526746287,0.6202208496438213 (0.4163854141080621 - 0.9238409639226012),-2.349607938613958,0.01879319436188929,SLC35F2
217216_x_at,-0.705928936913711,0.49364979168515805 (0.2739010609358389 - 0.889701251970996),-2.3488213751103237,0.018832939100611006,MLH3
221187_s_at,-0.30366555999162587,0.7381076779144594 (0.5727466961530913 - 0.9512109766071061),-2.346471741163149,0.018952103295613552,FUZ
212428_at,-0.6785914617980637,0.507331084548084 (0.28781619122676977 - 0.8942680682823092),-2.3463599646381033,0.01895778855378124,KIAA0368
220038_at,-0.24861906225849612,0.7798770013900801 (0.6336233041569593 - 0.9598891538662843),-2.346305192482156,0.018960574959033298,C8orf44-SGK3 /// SGK3
214409_at,0.2684766209619918,1.3079703975834795 (1.0450690143358183 - 1.637008214277558),2.3450057590729103,0.019026785704498863,RFPL3S
216322_at,0.22776786187449513,1.2557937739808371 (1.03800852296039 - 1.5192726917804051),2.343839884012636,0.019086363141445285,CD58
212791_at,-0.7307283698773186,0.4815581098990051 (0.2612934850778588 - 0.8875009384195035),-2.3425611464181766,0.019151895447415863,C1orf216
211596_s_at,-0.33588771687045127,0.7147033504398006 (0.539601476226667 - 0.946626170672868),-2.3424976995005866,0.019155152068602955,LRIG1
202533_s_at,0.29889921630117644,1.3483737225335726 (1.0498583634684342 - 1.7317685498189668),2.3410423770382525,0.019229984275487357,DHFR
201892_s_at,-0.4507959064580028,0.6371208611627487 (0.4368137190306307 - 0.9292816915860145),-2.340807508539993,0.0192420850521727,IMPDH2
204915_s_at,0.17276523448844516,1.188587033084224 (1.0284904270233353 - 1.3736045548860563),2.3405429827113244,0.019255721787184488,SOX11
218152_at,-0.8187978606179004,0.44096143311306757 (0.22213342738393044 - 0.8753612087254772),-2.340473991804478,0.019259279768613923,HMG20A
214737_x_at,-0.935477071301466,0.3923986187502963 (0.1792385915007632 - 0.859059841454315),-2.3399618259767663,0.019285711023856567,HNRNPC
212261_at,-0.822265157625763,0.43943513644649784 (0.2206555367331929 - 0.8751343474206326),-2.339439427571806,0.019312703001875056,GIGYF2
206627_s_at,-0.2440036320324468,0.783484788615521 (0.6386165690279196 - 0.9612159216700041),-2.3391751688875413,0.01932636964192712,SSX1
209642_at,0.30186225954714624,1.352374937143702 (1.0501319857025642 - 1.7416077174250058),2.3389902007048327,0.0193359406503715,BUB1
220040_x_at,-0.24022698836037804,0.7864493259616042 (0.6429626683933739 - 0.9619571597383205),-2.337333416886628,0.01942185427092596,ZC4H2
216031_x_at,0.3114498960429813,1.3654033725980625 (1.0514034390197513 - 1.7731788775965198),2.3359145828309487,0.01949569377610023,HN1L
209881_s_at,-0.261939080104453,0.769557903666709 (0.617704002220291 - 0.9587429658334918),-2.3356471388486226,0.019509639635935955,LAT
210170_at,0.30729251059493734,1.3597386478672153 (1.0506669475571342 - 1.75972908903487),2.335628106116532,0.019510632429362948,PDLIM3
207851_s_at,0.298435894690832,1.3477491365523666 (1.0489498156941848 - 1.731663143365496),2.33366044746338,0.019613508702008103,INSR
203067_at,0.48860863763996765,1.6300466558664217 (1.081372018370667 - 2.457111942201684),2.333593166329957,0.019617034763322893,PDHX
203797_at,0.3633619889031976,1.438156361671462 (1.0598949393726174 - 1.9514139031934434),2.333534123052599,0.01962012955221864,VSNL1
216668_at,-0.36312660179352474,0.695498376583262 (0.5126208818145549 - 0.943617415891657),-2.3327873723421626,0.0196593077581783,PABPC1P1 /// PABPC1P1
217607_x_at,0.3090963271259386,1.3621935803763552 (1.0506191237444413 - 1.7661694028614636),2.3326096490166957,0.01966864205523327,EIF4G2
218054_s_at,-0.2414289833523873,0.7855045857106006 (0.6412407136113016 - 0.9622243894925193),-2.331898738248004,0.01970601887985289,KXD1
210540_s_at,0.579929439920098,1.785912412181684 (1.0966554168606084 - 2.9083731270075),2.3307847864943403,0.019764710724277438,B4GALT4
218895_at,-0.5534536641330241,0.5749606564258395 (0.36100476260953024 - 0.9157213163838333),-2.330736700684446,0.019767247700597654,GPATCH3
218804_at,0.2694467281225189,1.309239884701644 (1.043789396772786 - 1.6421982068349217),2.33067763633879,0.019770364286527047,ANO1
218753_at,-1.0475668202157056,0.35079024728812774 (0.14530621941678135 - 0.846858435147301),-2.3296133077131116,0.019826598163981395,XKR8
206300_s_at,-0.1639994497167796,0.8487424889288283 (0.7393548207243897 - 0.9743140807647931),-2.32959803444989,0.01982740614327606,PTHLH
218553_s_at,0.6398334997262984,1.8961651410054634 (1.1067269087254705 - 3.248716746306326),2.3291023925810146,0.01985364197531364,KCTD15
222349_x_at,-0.42700950363221024,0.6524573514837343 (0.4554064940953917 - 0.9347705863324818),-2.327661710846611,0.019930073806468804,RNF126P1
216966_at,-0.24725340805159118,0.7809427712688167 (0.6341624506916917 - 0.961696188936797),-2.327643680605061,0.01993103198184365,ITGA2B
211976_at,-0.5812818013600594,0.5591811478418113 (0.34263777195584677 - 0.912577601461811),-2.3260355590424977,0.020016653776421357,NUDT3
208180_s_at,0.20442287633707482,1.2268168355889766 (1.0326863201763072 - 1.4574411597004524),2.3259194869398985,0.02002284624930356,HIST1H4H
202731_at,-0.27881710975520935,0.7566782796366034 (0.5980348394795637 - 0.9574057915623754),-2.3225528129797226,0.020203188144399975,MIR4680 /// PDCD4
209464_at,0.3770735388135502,1.4580115258666455 (1.0604026179468513 - 2.0047079982468805),2.3209573580959533,0.020289145382616888,AURKB
209726_at,-0.2600780235094674,0.7709914279997535 (0.6188855738634916 - 0.9604809146516199),-2.319579774635427,0.02036362101662109,CA11
209891_at,0.3078442240843626,1.3604890410033101 (1.0488664147915203 - 1.7646960609926763),2.319431587858056,0.020371646555654783,SPC25
211181_x_at,-0.265801085158905,0.7665915987821725 (0.6123238752478897 - 0.9597252419489627),-2.3185453802093683,0.02041969963817373,LOC100506403 /// LOC101928269 /// RUNX1
214477_at,-0.45868099918953437,0.6321168585305106 (0.4288956311565217 - 0.9316292678501575),-2.31783807422276,0.020458123000345937,MLLT1
213337_s_at,0.5385304870946462,1.713487019879056 (1.0865903623517053 - 2.7020649814522075),2.317306830868527,0.02048702347077581,SOCS1
212929_s_at,-0.5040432209406905,0.6040832732443028 (0.3943764340071659 - 0.9253002196549106),-2.3168204076396837,0.02051351687669452,FAM21A /// FAM21C /// LOC101930591
202402_s_at,0.8504830048598685,2.340777185682221 (1.1399229511237787 - 4.80667384370912),2.3166981566516536,0.020520180064868034,CARS
39891_at,0.8453625568970898,2.328821992005108 (1.1389586751938492 - 4.761728400307045),2.3165109261762353,0.02053038856479989,ZNF710
222039_at,0.349920309938404,1.4189544675186798 (1.0552317418810115 - 1.9080470203655566),2.315746290086144,0.020572125351308604,KIF18B
212377_s_at,-0.46550833318887647,0.6278158844107067 (0.4231978261989033 - 0.9313676968963109),-2.3132933762089882,0.020706514628900986,NOTCH2
210937_s_at,-0.22099086536595916,0.8017240037121225 (0.6647822057963289 - 0.9668751247007955),-2.312454464347403,0.020752651919907425,PDX1
209785_s_at,-0.4130623987856439,0.6616209971929937 (0.4661636661036041 - 0.9390314513044093),-2.312075789518799,0.020773507082615664,PLA2G4C
