gene,beta,HR (95% CI for HR),wald.test,p.value,Gene Symbol,HR,CI Lower,CI Upper
210849_s_at,1.1751439645251747,3.2386091551074547 (1.630902621119408 - 6.4311560504738985),3.357441844563184,0.0007866729028172816,VPS41,3.2386091551074547,1.630902621119408,6.4311560504738985
203975_s_at,0.8067941078391857,2.2407129754611526 (1.398822611549342 - 3.5893004566454056),3.356135067253811,0.0007903995700284408,CHAF1A,2.2407129754611526,1.398822611549342,3.5893004566454056
205142_x_at,0.7986121561378424,2.222454367502663 (1.3931073633602 - 3.545529616409444),3.3511743379802637,0.0008046962488770372,ABCD1,2.222454367502663,1.3931073633602,3.545529616409444
201001_s_at,0.7516784032347984,2.1205561797916967 (1.3638871162395148 - 3.297016635842369),3.3381608545590016,0.000843349123461965,TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2,2.1205561797916967,1.3638871162395148,3.297016635842369
207396_s_at,0.7196440576173827,2.0537020809197104 (1.3441887434218527 - 3.1377232236278982),3.327746016965304,0.0008755164679090144,ALG3,2.0537020809197104,1.3441887434218527,3.1377232236278982
201890_at,0.4278909288828154,1.5340187547031565 (1.1922298123797828 - 1.9737918942689643),3.3271135204942186,0.0008775061781559932,RRM2,1.5340187547031565,1.1922298123797828,1.9737918942689643
209559_at,0.5105993210662746,1.6662895381746805 (1.2294093992009205 - 2.2584184136179903),3.291253066823662,0.0009974214106214263,HIP1R,1.6662895381746805,1.2294093992009205,2.2584184136179903
204408_at,0.7788688381001615,2.179006062286435 (1.366409349321436 - 3.4748499209544654),3.271078365104544,0.0010713821750625294,APEX2,2.179006062286435,1.366409349321436,3.4748499209544654
206866_at,0.30803316703555017,1.3607461201036528 (1.1299136438724435 - 1.6387358568671078),3.247767778844968,0.0011631415834998467,CDH4,1.3607461201036528,1.1299136438724435,1.6387358568671078
214580_x_at,0.2322125822706609,1.261387849021649 (1.0945023252423163 - 1.4537194384737395),3.2070978408221067,0.001340813852782148,KRT6A /// KRT6B /// KRT6C,1.261387849021649,1.0945023252423163,1.4537194384737395
205695_at,0.6737964371970816,1.9616705608789047 (1.2976147760365055 - 2.9655576219414885),3.19554063350169,0.0013956912864764052,SDS,1.9616705608789047,1.2976147760365055,2.9655576219414885
206043_s_at,0.32476354677443303,1.3837034261578416 (1.1325099360537454 - 1.690612250372421),3.177426088101281,0.0014858855833890677,ATP2C2,1.3837034261578416,1.1325099360537454,1.690612250372421
210010_s_at,0.6182938136204164,1.8557590683391945 (1.2655667404821833 - 2.7211853864072353),3.1659264136566976,0.0015458989581496846,SLC25A1,1.8557590683391945,1.2655667404821833,2.7211853864072353
